"","WT1_25_Slot2-5_1_3496","WT1_50_Slot2-9_1_3502","WT1_100_Slot2-4_1_3495","WT1_Veh_Slot2-2_1_3493","WT3_25_Slot2-6_1_3497","WT3_50_Slot2-10_1_3503","WT3_100_Slot2-11_1_3504","WT3_Veh_Slot2-13_1_3507","WT4_25_Slot2-14_1_3508","WT4_50_Slot2-7_1_3499","WT4_100_Slot2-16_1_3510","WT4_Veh_Slot2-12_1_3505","WT5_25_Slot2-8_1_3500","WT5_50_Slot2-17_1_3511","WT5_100_Slot2-3_1_3494","WT5_Veh_Slot2-15_1_3509"
"Tubal3",18982.2,16471.3,13915.6,23339.1,23161.6,8732.92,17500.9,8175.63,18920.2,16342.3,15115.8,16925.3,10470.6,25243.4,11337.3,32043.8
"Ag2",41270.181118429,25626.9500855107,24835.2354199954,44013.8194647302,34733.8855045419,32474.4051428862,22549.2001350007,43329.8036749535,36670.9233929378,27959.7071422665,23503.1823433625,44467.8254143319,35936.9486742061,30207.110274091,23542.9233131302,30958.7360857188
"Dtl",NA,NA,NA,2456.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,4241.74,NA,NA
"Cd63",124408.029880546,101906.956627743,77258.5203777197,274775.297727934,129332.813781532,88260.6009302217,67574.135202078,147583.134341821,133928.205651702,87530.0190846067,71262.978078052,185210.980226274,130621.919839663,105291.946948829,83156.4152310946,245888.344954264
"Inpp5e",NA,NA,2509.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ttll4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23317.7,NA,NA,NA,NA,NA
"Gfra3",11418.1,NA,9633.63,11328.4,13641.5,10478.2,6734.36,9463.65,8525.37,8918.39999999999,8297.53,11564.8,10798.8,7740.14,8667.49,10043.2
"Plekhf1",11559.1195346251,13457.8125851375,11173.9214147636,12214.4593831651,11373.9489955781,14347.2283956662,12402.2565946263,11385.9326784115,9659.61955351101,11502.8636376791,11602.6322452748,10287.3943912327,10854.1750931327,10141.142162911,11047.0109277988,11356.1029258981
"Spns1",11920.9,13703.5,12959.8,8330.52,8038.01,17468,13897.6,16640,11059,7240.37,17617.3,13732.4,12780.4,16990.3,11200.4,11889.4
"Slco3a1",7769.34999999999,8557.38,10235.8,5017.49,NA,NA,NA,NA,NA,NA,NA,NA,8224.2,11654.2,NA,NA
"Dner",6871.85268098476,5086.62762346333,3952.7397598929,6813.54725010838,6284.82214443297,5093.73290847315,7100.79334098911,10062.12446818,4477.24414840382,4298.91762228578,4453.13019372177,6841.22225062686,6519.10841540949,5077.3062936283,NA,8705.50369083172
"Usp37",NA,NA,71510.7,NA,NA,NA,NA,NA,53967,NA,NA,NA,NA,40969.9,NA,NA
"Fpgs",12402.3066526658,8205.31393821879,8786.70931620964,12570.499174208,12103.4489398493,10891.4364610251,8851.68675567162,11349.0943772379,13097.5259491114,10331.7053008497,NA,11305.5000000103,12499.0000000114,11084.295339651,NA,11778.8041886009
"Fez2",5534.95,7343.72,6834.69999999999,9768.58,6432.67,6197.09,6429.02,9319.19000000001,7030.41000000001,6478.36,7239.53,12241.3,5277.27,7481.56,NA,10184.1
"Manbal",NA,3320.79,NA,2167.06,NA,NA,NA,NA,2347.26,NA,NA,NA,3967.44,NA,NA,2611.93
"Ctdnep1",14152.7977188401,19097.614443317,19164.0313105491,16987.2161276759,19382.5476462151,16664.5208088657,14614.3122445539,17037.9585155697,17301.9538973192,16038.3313534013,11512.1078269867,13096.3432303222,20472.1255104244,13402.6884227131,17239.5531410962,14569.4768405053
"Slc38a2",19244.2274213589,19258.4020523832,16805.6893444945,17759.8360589908,23596.8284652635,18416.5411267144,17797.2928154713,25198.9569671701,21276.8022592686,16689.7922596013,18925.9038697748,23474.0097039601,15194.5386027903,21726.5460812636,13629.3801878723,26163.3861349749
"Cd109",7182.69856760338,8649.35120809472,8096.80035292599,10370.1907133532,8076.28922178005,7800.57326843387,7327.19831607584,9733.69234069205,12356.9424216647,14986.1193204838,10525.319326257,12100.7331364859,8171.23760184283,7212.95510153942,5307.54051027789,10043.6905249868
"Med22",6217.29,7986.25,5890.29,NA,6877.53000000001,5716.68,6761.92,NA,6075.53,NA,6835.46,NA,6544.52999999999,6432.15,6321.95,7417.03
"Aph1b",6919.42,NA,7101.58,7274.83,NA,NA,8899.96,8878.23,NA,6488.34999999999,NA,8265.65999999999,7111.88,7027.45,6936.9,7748.06
"Calcrl",8967.03000000001,8549.22999999999,9047.44,8904.76,NA,6775.49,8407.37,NA,6382.91,10510.4,6712.98999999999,NA,NA,6662.06999999999,8450.59,5195.05
"Chchd1",11939.3726993524,10658.4288881646,12682.6543538352,7902.95095979095,10337.0403243203,14526.7316495188,6689.5550598734,11148.9630920524,8334.52555837707,7218.52080731225,11710.0990450796,10061.8914825341,7969.023758073,9839.94699596065,9288.23132428936,10233.9897823041
"Sh2d3c",NA,NA,NA,5165.07,NA,NA,NA,6721.9,5549.88,NA,NA,NA,NA,NA,NA,NA
"Irak4",9081.29,7601.98,NA,6402.56,NA,10634,6578.03,6525.57,5405.01,9104.77,7561.57,8307.52,5921.47,8337.27,7585.30000000001,6126.87
"Vps37b",4518.28,8132.04,5011.21,4633.72,5042.98,8520.83000000001,6627.31,6306.49,6359.28,6700.70000000001,7710.97999999999,6101.98,4666.4,8136.79000000001,3595.86,7055.11
"Tmem167a",64276.5,85910.8,111435,75680.9,88798.6,85040.8,85959.4,83008.7999999999,92548.7,60411.9,64958.2,66844.4,34096.5,48188.3,NA,81205.1
"Flcn",34584.421397663,NA,NA,34012.3999999664,NA,NA,37749.9999999627,NA,29655.1588252806,NA,NA,26687.4571252435,NA,31466.4120860951,NA,32691.5467356299
"Dlgap1",12686.0426822581,17090.7112647114,14993.7510701885,14660.9744634506,13677.3617631406,13551.8367744615,15001.8885308393,12916.5906177217,9493.20923391101,NA,NA,9440.89539558575,17493.3396976447,NA,18084.6176095353,11211.8469958837
"Npc1l1",22417.7,18704,24952.3,22189.2,23970.3,20876.1,20980.4,17554.3,23677.3,NA,26000.2,24579.4,21142.8,29809.8,22054.7,26363.9
"Cacna1a",NA,2977.91025536787,5743.17984322543,5084.54105235947,6186.40583169706,4988.85858188638,5527.12092937044,NA,5877.61159060384,4459.97371039758,NA,NA,4154.86742558548,5594.77116865004,NA,NA
"Plekhg5",4802.6,4829.53,5855.02,4294.27,4644.27,4781.68,3585.04,7089.71,6294.11000000001,7882.52000000001,4692.26,6715.71,4074.59,3734.56,4695.92,5882.11999999999
"Ston1",16087.2887902181,15685.2036710257,15705.3698116637,13282.6264966174,14218.0622606133,14395.168960341,15777.8786187421,15898.4417424654,18593.8022659374,18106.6747222464,17047.1788724412,13445.6019768542,16601.461080787,17520.5615300126,15595.0954558087,15963.8617098524
"Supt7l",4531.06,NA,NA,3074.68,NA,4305.28,3308.59,NA,3041.73,NA,NA,NA,NA,3951.19,NA,NA
"Eya3",10613.5554141545,5792.7764878219,8476.52955528459,7131.41274878822,8989.9199566369,6959.62880935655,5155.40533257868,5536.99334644415,7856.29954217744,7487.13264162633,5083.69578264786,7868.1386249669,8948.69557497509,8528.94339348476,6095.35481816828,7064.40663414787
"Ttc23l",11998.4,10549,16993.4,15238.9,14963.9,16757,NA,16949.8,9089.70000000001,12074.2,9051.2,19268.8,15921.9,NA,16480.6,NA
"Mtnd5",73050.5778697954,84797.9714089766,80466.9192809181,66075.2846267566,88201.4789050912,83659.1391887241,89074.7548558638,65426.6309171521,61730.3474265864,60140.4840516296,60759.9763686669,67780.3736083197,67906.5324236144,73397.766823779,73551.7519304754,57277.1392311585
"Eif4e3",3746.4,1944.4,1913.98,1433.11,4379.97,5133.21,3353.48,5040.48,2248.49,2697.44,2645.01,6834.96,NA,3668.14,3269.32,NA
"Arih2",29161.8827417823,25527.5441967933,23906.6383709878,26127.0473086943,23848.572734312,22927.8231264564,24342.5362553626,19259.78072334,20320.8905060318,23851.4209657673,26820.2094806051,27215.6996799256,22605.9556724693,26441.819589374,27432.7462508894,27772.6911549366
"Mgat4a",8648.92621846997,11222.1683810805,8869.54152332203,9932.83815574636,11014.3436773538,10054.7493612253,10828.1629945168,9702.92731078927,9321.59449108186,8676.9188961714,NA,9811.00903714716,10657.7027322522,9389.99631922274,12842.77208213,9228.78235080041
"Dnmbp",NA,NA,NA,4572.36,3346.14,4327.81,NA,4853.67,NA,NA,NA,5039.29,5332.94,3614.28,NA,5813.27
"Sra1",3512.12,NA,NA,2134.53,NA,2868.56,NA,NA,1638.08,NA,NA,NA,NA,NA,NA,NA
"Fv4",NA,NA,NA,8714.58474576039,6365.51000006475,4251.881739616,5171.74000005261,7301.8374389791,NA,2950.56000003001,NA,8395.7559494743,4086.10077201964,4863.37000004947,4523.60960002191,9575.14000009739
"Rpp40",NA,11992.1415389577,12129.7349577481,12303.3410717747,NA,15184.4610446991,NA,11458.0565587192,13524.3988681946,NA,11548.4765203071,12049.8265292352,14718.5373482485,8416.51125718952,16962.0977939177,12763.1558421896
"Ssu72",32314.5849657364,33287.4478249826,22611.7387316546,28868.230441367,32300.4325735419,31648.1847631289,29123.4604830603,22536.0881139064,28254.0957661221,33451.6504442479,34532.4855322432,31516.9605614369,27318.2765577251,36459.1827591253,28623.7426342014,32430.8975391441
"Imp3",NA,6252.98309096173,5932.4460777272,13293.6815285379,NA,6457.12000000572,4807.49869994801,11127.2864537102,7841.28000000693,6646.9846414273,5535.67498784393,11514.6950753933,6144.42113729287,3686.8434920721,5701.99377084778,11233.1096818417
"Elapor1",NA,2615.59,NA,2905.94,2674.62,NA,NA,NA,NA,NA,NA,2743.77,NA,NA,2245.94,3007.18
"Plpp2",5080.34917863193,3498.6996691637,3492.63359491265,3749.42138817576,5944.52539785925,5259.00399135641,4532.83028885331,4794.68444697844,NA,3813.14081224388,5006.50911449684,5001.82082962316,3077.46399758962,4781.21518346381,NA,5397.39692406167
"Grin2c",58675.9000000001,78575.5,95551.7,65462.4,75697.8,79602.3,43439.1,55342.8,53671.3,49110.5,34393,53645.8,91918.4,70871.8,105074,64023.4
"Ssbp2",5750.01,5805.83,5899.56,3968.17,5504.92,4985.05,9806.41,NA,6294.46,NA,NA,5631.33,4849.09,6741.15,6131.84,5710.05
"Fam110b",7876.37597837232,NA,4000.08474417699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6787.83182647085,NA,5933.91585310341
"Pigo",6409.86,NA,7868.49,7745.56,8002.97,7358.70000000001,8888.44,8496.87,8426.62000000001,8109.81,8733.54,4926.86,7246.95,6690.80999999999,11403.4,6417.1
"Pigl",NA,6606.61000000001,NA,5696.33,6337.55,NA,9741.78,5364.67,6721.44,7182.99,NA,6031.96,5195.4,8035.59,7721.52,7082.46999999999
"Kctd9",4701.21,4663.83,4288.96,4470.98,NA,4215.42,NA,NA,NA,3770.71,NA,4045.59,4612.26,4147.71,3884.7,NA
"Rreb1",NA,NA,NA,24895.5,33827.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32779.4
"Bicra",NA,NA,NA,NA,NA,NA,NA,NA,145629,NA,NA,NA,NA,NA,NA,NA
"Nr2f2",9515.20775768134,13891.2377699905,15013.0287414337,13131.3017948316,12411.2837220034,14555.1902524078,11784.6229156359,12954.5086887104,12657.1867522537,15646.0050417746,11903.7710996017,13820.8818958397,10214.2084663665,10091.5987981043,13050.4532220093,12533.5528384638
"Tdp2",6401.25,7721.12999999999,8676.1,7686.6,NA,10465.2,NA,NA,NA,10932.5,NA,NA,9280.94,NA,8748.9,8650.77
"A4galt",13494.600000018,12433.9243967789,10834.2000000144,13356.3622547896,11385.9308284932,9916.28161779889,11020.3000000147,18035.900000024,20181.7508190441,9422.30000001255,10629.5000000142,16304.2492391589,14876.7994122471,15656.6699595892,9041.43672990961,14725.7802950181
"Fbxo25",NA,7533.15,5519.17,NA,7775.56999999999,NA,6310.25,4246,7235.94,7366.73,NA,NA,8532.22,8352.65999999999,NA,7203.17999999999
"Eps8l2",6117.78046021108,8235.06287776185,7448.88228494787,6236.73383576728,8698.11794825369,8885.74677109147,8870.50665157595,8699.07591271223,9516.45376937683,6872.39642758186,6671.39538061104,6369.89283733796,9244.23881923043,7051.76821194279,7866.97934905341,7956.62004225852
"Ugt1a7",NA,8352.67472209508,5308.49127842727,8967.25572471241,1526.94084617175,NA,7068.32266886086,10657.7095722565,9658.25049377239,7614.03013062233,6648.93234572163,13635.0299123288,4450.53342870231,11010.4803955333,4477.06307675618,8952.8789429664
"Tmem59",3288.32026944335,6928.23178643105,8328.93421365175,8782.6626362819,5922.08984173863,6589.86063937898,6692.38565098759,10004.6283964692,6565.66530457131,5368.41498430014,8738.89844731735,6976.68090911279,7436.0040943591,5631.5877649915,7139.95407658155,7226.48027744656
"Ube2d1",41917.1,37262.6,33750,39264.7,37274.3,35183.2,38848,37146.8,36793.2,42191.7,43326.2,38221.5,37331,42685.9,38205,35858.3
"Sh3d21",1636167.90235513,1468415.55635166,1366393.74094591,1140385.75128935,1425861.45336169,1244599.22489325,1421362.0931247,1253440.88840769,1133072.38295977,992764.362138907,1167335.69181595,1358006.48528324,1042988.29274831,1312844.3371499,1259123.19592921,786436.62278271
"Apbb1ip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6238.95,NA,NA,NA,NA
"Znf280c",4317.50100438591,5453.01012753589,4896.80002251778,NA,3406.56969308111,4144.34672158243,NA,NA,4530.42004693429,NA,NA,NA,3346.63002967199,5302.49150958896,3329.35903591616,NA
"Coa6",9371.29,8824.96999999999,8526.26,7424.23,6680.01,9154.34,NA,8522.39,7605.16,NA,11158.9,6067.89,7706.22,7433.73,6690.14,6811.63
"Phf8",15189.9234639279,15585.0262140641,NA,NA,NA,NA,17601.9365172162,15622.3340633718,13368.8211816913,NA,NA,15984.0136132292,NA,15234.5499882013,11343.7183366355,17014.1476931491
"Negr1",7226.59687055597,15114.7679162131,9188.3469321143,10472.2527547856,8167.51898781706,7495.56391836763,6675.89535458952,13322.3441762893,10083.289789243,7599.55139310291,5764.09889273568,11562.1863975514,10916.1837319328,5751.45210480248,8661.80587237442,9788.1809791085
"Tmem237",3941.85,NA,4381.88,4146.02,3203.75,NA,3535.25,NA,NA,NA,4630.69,NA,3091.04,3667.01,NA,3591.61
"Calhm5",13961.4,12953.4,12127.2,7543.14,8484.28,10960.9,11783,8222.43,15947.5,17146.8,21688.6,13331.9,9232.05999999999,10606.9,8190.22,8272.33000000001
"Coprs",10649.7,NA,NA,8829.33,6729.99,6370.55,6128.67,NA,7272.57,6910.81,NA,7233.46,6751.4,9450.99000000001,5522.14,9157.41000000001
"Serinc5",44447.5843679048,48825.0652241156,45249.2834314681,78403.5254454118,49677.169981744,41624.4327962176,39671.0158074767,67868.1405114429,49384.9761403853,52270.2150962279,39928.9000000606,65305.142932477,50612.8068496078,40498.2702520928,45228.8833762742,80043.6437210293
"Proc",17701,15927.1,22600.4,13079.4,17868.3,22280.6,20535.6,16214.1,24816.8,23404.8,25355.6,14809.9,26579.3,25869.1,35229.7,16986.3
"Grp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5425.99
"Cd48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4015.81,NA,NA,NA,NA,NA
"Tmem130",2971.79995015246,5351.21328984728,3671.65731363056,NA,5917.02776799497,NA,4014.50445527699,5634.97489108275,1957.1386611545,NA,NA,2996.88525868492,4930.77555484087,2511.75612788962,4850.76118742511,5875.76477688794
"Fam117b",5468.86,8686.86,6937.73,9825.34999999999,7335.07,6879.98,6871.51,11596,8289.27000000001,6453.65,5457.75,10312.3,6851.95,5986.09,5907.27,8487.27
"Polr2m",2160.48,NA,1853.42,2216.86,1575.04,NA,4339.59,NA,NA,NA,6111.82,2572.38,NA,2573.08,2169.93,2039.62
"Phf6",4874.53967326389,2595.17071862526,2181.80268538014,3080.26022599421,3602.11510320006,3539.64376287026,NA,2790.82751705141,2694.4463699597,3527.65520955525,NA,4321.55691399983,3778.69427164643,3718.45827710828,NA,2466.66652040793
"Clptm1l",24506.3644218662,21476.7560615393,23329.326847056,13184.6334622392,22907.5525477943,23405.7026688704,27627.7209229694,20866.655772223,21975.8361168755,21296.3810740739,28138.6876015918,22405.0427885244,20439.7169639674,25011.1353776867,20118.7509025017,20821.6447431165
"Nol8",NA,NA,NA,9065.8,NA,NA,NA,NA,6681.13999999999,NA,NA,8238.74000000001,NA,5079.72,NA,5954.33
"Zfp36",6569.71,NA,5830.15,2157.08,5131.61,5207.6,3597.5,2148.45,NA,6411.3,3154.31,NA,4618,4927.52,3149.07,NA
"Twsg1",5213.34,7146.78,5031.17,NA,NA,5667.84,NA,6981.05,6805.9,8444.21,NA,6344.84,4687.72,5482.78,5393.24,6464.44000000001
"Tmem131",6898.34268010316,6523.45188422852,9289.75687365257,9410.56715393275,9456.29868071698,7122.08594284787,7722.62929689988,8656.05546048633,NA,7381.15706940275,5160.52389424397,9692.57260659613,6029.97046027102,6124.34395791946,4752.61123756935,8202.06222760473
"Gabra3",NA,NA,NA,12202.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dtd2",6954.05,4951.01,NA,7044.85999999999,4964.46,4877.75,4556.78,3882.24,1715.12,3988.13,4823.2,4997.39,5070.68,4695.23,4853.31,4187.8
"Gtf2a1",10284.5,11701.7,8929.73,8794.91999999999,10223.6,7860.2,7050.64999999999,6716.67,11261.7,11316,11528.4,9796.78,8414.83,11113.9,6269.57,12606.2
"Csgalnact2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2904.45,NA,NA,NA,NA,NA
"Aplf",5434.63676072743,NA,4425.29210826439,5703.74781255427,3465.35157393181,NA,NA,6321.20797311285,6395.51830267946,5976.31894127252,NA,4673.98621106447,6019.67988226479,3872.23368733239,5277.81691625557,3876.67524597896
"Sh3tc2",8162.07999999999,8422.99,8468.01000000001,6244.75,6402.91,NA,7125.11,NA,8449.54,8962.66000000001,NA,8308.83,8673.67,8503.18999999999,8094.7,7339.27
"Bend5",NA,NA,NA,NA,NA,417899,NA,NA,NA,NA,NA,361654,NA,294034,NA,265499
"Rnf41",10002.8,10349.6,13032.9,10699.7,11902.9,12270.8,NA,NA,10555.5,NA,8465.73000000001,10164.4,11753.2,9031.83000000001,12341,11756.5
"Ppp4r3b",2560.95,2877.51,NA,3790.78,1742.99,2864.65,3379.43,4185.74,897.418,1809.93,2913.09,1741.2,2638.62,3031.78,1613.13,2968.81
"Gabra1;Gabra5",NA,NA,NA,20201.9,NA,NA,NA,NA,NA,NA,NA,NA,38199.9,NA,NA,NA
"Znf281",NA,NA,NA,7220.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6747.45
"Tspan13",5176.49,4172.2,4213.36,4064.36,4017.06,4245.51,5973.43,7327.82,4034.29,5442.86,3920.34,3669.34,4513.21,4671.67,3970.19,4873.73
"Nat2",NA,NA,NA,5327.12,8834.98000000001,NA,NA,6727.96,7442.77999999999,6601.33,NA,NA,4611.98,5694.32,NA,4247.96
"Rgp1",10196.3,11588.2,9090.72,7451.97999999999,10159.2,13731.2,9722.99000000001,9123.86,11725.9,14111.2,12325.3,11373.1,12966.6,11315,10223.6,8782.45
"Ddx49",NA,NA,NA,3357.47,NA,NA,NA,3413.15,NA,NA,NA,NA,NA,NA,NA,2767.49
"Yif1a",8304.44,4875.33,7535.67,8560.2,9786.32999999999,9528.15000000001,6517.21,10092.5,10379.1,9251.84,9253.24,7740.18000000001,10143.7,5956.96,8434.88,10860
"Ttyh3",NA,NA,NA,10114.1,12588.1,NA,NA,12964.2,NA,NA,NA,NA,8465.06,NA,NA,12971.4
"Cdh24",NA,NA,NA,16285.2,16752.7,NA,NA,NA,NA,NA,12308.1,NA,14713.5,NA,NA,NA
"Polr1d",13811.7,11258.6,11946,12077.3,10607.7,11261.4,9756.82,12238.7,8966.31,10625.9,10563.9,9664.55,13695.8,11213,12758.1,11274.9
"Tab2",5102.58,5605.17,4135.13,6643.79,4254.31,4144.15,3564.26,5039.65,3868.31,4398.11,5428.4,5053.82,4419.52,4616.5,3883.79,4180.98
"Thoc3",5816.03477100114,8891.36332329731,10011.8337902071,10755.1718197377,9935.85127355985,7897.54055551699,7947.61418950011,8625.6293658198,7820.35282775157,11199.0364616621,NA,9634.44025807548,8916.54828056898,5833.49888070962,8219.77283713565,8889.93845122604
"Grid2",9504.4671437209,8290.07357914368,11585.2402540593,5772.92750514972,9407.42530224016,9256.62569698493,9379.49283174573,10361.3435893465,9474.3935590913,8049.84194556731,10001.7444413759,7293.73815286558,9868.17289748747,9831.68531016726,8603.24268731528,7774.84297914355
"Procr",16113,12481.1,6146.87,22072.3,16656.7,11240.2,8921.39999999999,18237.2,NA,15116,10210.6,25013,16393.8,13291.2,7441.09,22495.4
"Rhbdf2",NA,NA,5161.81,NA,NA,NA,2972.40000003895,NA,NA,NA,NA,NA,NA,2824.96000003701,NA,NA
"Kin",2294.74,4568.13,3312.43,4806.39,3253.22,6048.48,5049.23,4661.28,4185.88,5795.24,2752.74,4127.65,5223.07,4308.13,4964.54,NA
"Adal",6889.01873779288,NA,6179.11885081767,7815.4563892494,5725.78317601725,7282.15179497008,5408.34460221629,6827.76062601843,8529.47207366826,6783.77833488757,6250.66488157485,5166.93029657565,6036.83471347486,7810.74173770442,7023.97166366546,5412.32520505416
"Fra10ac1",43198.8444316397,32130.6471153579,NA,34632.7584036996,30528.9177468339,19679.2916969284,26195.2644609406,NA,31204.9762639099,21462.9691175657,22297.7027026817,26059.8047297255,25976.5175010731,29533.9804257928,25476.4477914114,34779.8089459813
"Cd1d1",3058.12,2919.16,2691.4,2334.87,1980.45,NA,NA,2668.66,2154.22,1682.49,NA,2796.56,1656.94,2437.4,2590.7,2749.66
"B3galnt1",12822.1783177882,11518.3723628723,11483.6526982786,12103.7380551057,11924.0422375165,9829.79179839416,10961.2489667767,11376.7841713254,11179.9348495355,11046.8064902331,11710.0008305876,11241.1575275698,11114.1827620148,11663.2045400789,10286.5709619023,11090.2480761845
"Scnm1",6837.22865289683,6612.61194072986,5968.06083354372,5083.77817755884,5904.81923464217,6427.90188485411,6084.5209578027,7909.14523830494,5709.11742483745,6698.41227735157,5402.81996792194,5409.89480985023,6282.29172250943,5653.24055400026,5278.2857928182,5977.05083212463
"Slc47a1",2140.07,NA,2637.85,NA,NA,NA,2857.91,NA,6063.09,9748.33,8160.22000000001,4255.12,NA,NA,NA,1929.36
"Sypl1",104104,88223.4,84872.8000000001,74390.3,73374,93238.1000000001,43973.1,82615.6,61479.7,60939.9,80438.1,96547.6,57878,48043.2,77035.6,52028.8
"Rragb",NA,10433.4,13170.5,8524.78,NA,10185.9,NA,NA,NA,NA,NA,NA,NA,9885.37999999999,11916.1,5012.86
"Sumo3",380174.332149569,396259.400135324,359420.850529896,396812.652580098,359025.376396794,426117.797408978,360343.452960881,372137.741033615,367234.062101575,385202.368733478,350602.505483237,396374.371738193,429055.830349072,378287.045505989,418741.298051185,364783.404690424
"Sumo2",70680.9,68250.1,47073.5,66596.9,48971.4,67480.6,46499.4,62775,48239.4,53222.8,56899.9,72565.1,68604.8,57915.3,62133,76017.6999999999
"Tspyl1",NA,7516.78,9628.41,12798.4,7058.95,NA,8379.84,8384.64,6870.09,13746.1,10506.9,NA,10658.7,10390.4,6812.73,10539.4
"Csf1",5500.99628984691,NA,NA,7939.1197031359,5678.40323634402,NA,NA,NA,NA,5270.33000004073,NA,NA,NA,NA,NA,6240.33788225445
"Tmem68",7482.19294419453,10787.1922385465,14717.0730705669,NA,9741.47737342632,11740.8393026573,14782.3987088105,10847.0293725022,13141.226036908,11675.2933273404,7713.25292095485,10699.8558370105,12374.2311950125,10167.4776013812,10274.527813439,11322.3198363964
"Gas2l3",5229.68997437953,4832.55335898496,4046.53633309093,5262.43326207125,3997.0687384001,5235.15364853169,NA,7375.64651820841,5575.97674365439,4807.28262674751,5604.41220870414,4688.29780032013,NA,5159.0709227959,4481.36187182739,4567.50430529198
"Clcf1",NA,NA,NA,5485.08,NA,NA,NA,NA,NA,NA,NA,6376.07,NA,NA,NA,6587.43
"Fxyd1",130651,140446,134742,42668.2,70314.2,NA,103952,62657.6,82159.2,NA,181984,76412.4000000001,102458,183102,101845,64091.7
"Rassf8",4047.82,NA,4941.28,6181.75,5075.41,6172.23,4033.42,NA,4867.98,6725.79,NA,5958.96,4806.96,5180.75,5729.64,NA
"Eva1b",NA,NA,NA,5953.74,NA,NA,NA,NA,NA,NA,5229.25,NA,NA,NA,NA,4994.16
"Alox5ap",NA,NA,23329.2,23600,NA,NA,NA,NA,24304.4,NA,NA,NA,22673.5,NA,NA,NA
"Apoa2",NA,4324.6,7203.22,NA,NA,4749.93,2786.44,NA,NA,NA,NA,NA,4891.86,NA,4745.19,NA
"Pou2f1",3676.83,2786.87,1947.66,NA,3422.94,2488.99,2487.87,NA,2748.15,2877.9,NA,3356.64,1927.89,2741.89,2550.13,3694.75
"Btbd11",5752.90805773126,8775.78500973913,5920.86397614011,9904.8243442483,7743.46709084523,NA,NA,8219.8330287134,8729.76020223316,8820.6103377711,NA,8516.33623372439,8096.06370216638,5444.2911143649,9094.58310304027,9553.64190299597
"Usp40",3846.6718465471,4056.24660437545,3358.40182250122,4829.24737021048,3010.53168718249,4295.13092313919,3397.0767846078,4404.60405635015,5037.84333615165,NA,4753.65677427512,4693.71227773369,NA,4119.62105581638,4353.23508745932,5773.72504271401
"B9d1",NA,7671.17,10707.9,NA,NA,9330.56999999999,NA,7648.12,9042.86,NA,8119.58000000001,7490.91000000001,7599.19,8377.14,9594.17,8739.31
"Emcn",11578.0000001203,9434.300000098,11637.9042710423,16206.5567461717,17786.9029268697,15771.3000001638,NA,NA,19144.2168911977,NA,NA,13712.6000001424,4919.6000000511,23897.5464291186,14357.1000001491,20226.70000021
"Acvr1b",NA,NA,NA,NA,5450.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bud13",2456.65,3144.33,2716.38,3907.61,3587.06,NA,4403.45,5972.5,3017.79,NA,NA,3090.41,2001.18,NA,1956.59,3935.95
"Cnot11",9348.31,11611.8,10083.5,9139.00000000001,12439.4,12857.9,13023,10900.4,13850.8,12885.5,9795.72,12438,10192.7,13130,15457.6,9357.62
"Il11",5802.47,5867.56,8129.66,5479.07,4705.49,5845.04999999999,8251.54,5826.8,NA,3702.14,NA,6294.56000000001,NA,NA,5600.1,NA
"Slc2a8",NA,NA,11929.9,9114.57999999999,10867.5,NA,10901.4,NA,NA,NA,8767.06,NA,NA,10893,NA,NA
"Slc31a2",NA,NA,NA,NA,NA,2781.14,3636.18,3175.28,NA,1983.08,NA,2679.48,3634.06,2260.73,NA,3077.26
"Csnk1g1",5724.6,6805.87,NA,7752.4,7527.55999999999,8266.69,5232.42,8772.97,11037.9,9023.05999999999,NA,8558.88999999999,7294.42,7232.31000000001,5782.78,10492
"Tm7sf3",5036.01,8189.89000000001,7575.84,9771.96999999999,6002.44000000001,7147.92,9167.31,10454.7,9412.57,NA,5925.4,8048.02999999999,9518.88,8389.76000000001,9016.59999999999,9922.23
"Spag5",7121.78,NA,NA,18609.3,22091,20088.8,17014.7,NA,NA,NA,NA,NA,25726.8,NA,18811.1,NA
"Chst11",NA,NA,NA,9387.40999999999,NA,NA,NA,8366.81,6526.95,NA,NA,10060,NA,NA,NA,7868.14000000001
"Ttc12",NA,NA,NA,8556.9,NA,NA,NA,7867.63000000001,5176.79,NA,NA,6724.24,NA,NA,NA,5681.59
"Eapp",5249.58,5422.51,4005.99,6021.19,3779.51,5197.24,4159.36,7133.13,NA,8162.39,4029.49,6026.85,4531.09,5654.66,5011.5,5339.17
