"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032535","GO:0032535","regulation of cellular component size","86/1393","303/9821",5.27609331974945e-11,5.87486856161869e-09,4.97644738335242e-09,"Mapt/Dmtn/Add1/Sptan1/Cttn/Nefl/Rtn4/Sptbn1/Map1b/Add2/Ist1/Nefm/Avil/Map2/Dpysl2/Capzb/Hsp90ab1/Rufy3/Cdc42ep4/Dbn1/Dbnl/Tmod1/Rap1gap2/Capza2/Capg/Pfn1/Rac1/Dstn/Wdr1/Gsn/Arpc2/Tpm1/Shtn1/Cfl1/Gdi1/Akt3/Aqp1/Arfgef1/Arhgap28/Arhgap35/Arpc1b/Arpc5/Atp2b2/Baiap2l1/Bin1/Borcs5/Borcs6/Carmil2/Chmp3/Clasp2/Coro1a/Cracd/Deptor/Dip2b/Eln/Fchsd1/Fgf13/Golga4/Gsk3b/Hip1r/Ilk/Kank4/L1cam/Mtpn/Naa80/Nck1/Pafah1b1/Pak1/Pclo/Picalm/Pik3ca/Prkcd/Prkce/Ptk2b/Rdx/Slc12a2/Slc9a3r1/Snx9/Tmod2/Tmsb4x/Trpv2/Tsc1/Ttl/Twf1/Twf2/Vasp",86
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation","118/1393","468/9821",6.74614838112639e-11,7.17790187751848e-09,6.08021279824093e-09,"Map6/Mapt/Map1a/Ncam1/Cttn/Nefl/Rtn4/Map1b/Ppp3ca/Ank3/Ist1/Nefm/Map2/Nefh/Stxbp1/Dpysl2/Pak2/Hsp90ab1/Rufy3/Dbn1/Crmp1/Dbnl/Uchl1/Tubb3/Kif5a/Stmn1/Hsp90aa1/Kif5b/Vcl/Septin7/Vim/Rac1/Pdlim5/Actr2/Shtn1/Cfl1/Mbp/Gdi1/Cdc42/Abi1/Ablim1/Afdn/Apbb1/Arhgap35/Arhgap44/Atl1/Atp2b2/Braf/Brsk2/Camk2b/Clasp2/Cnp/Cntn1/Cntnap1/Dclk1/Dip2a/Dip2b/Dnm1l/Dnm3/Dock7/Dpysl5/Dst/Enah/Fgf13/Flot1/Golga4/Grcc10/Grip1/Gsk3b/Hdac6/Hecw1/Ilk/Kif1a/Kif5c/L1cam/Lama2/Lamb2/Llgl1/Map2k1/Marcks/Mark2/Mink1/Nedd4/Nedd4l/Numb/Numbl/Pafah1b1/Pak1/Phactr1/Picalm/Pip5k1c/Prkca/Ptpn11/Rab3a/Rapgef2/Robo2/Rock2/Sh3glb1/Slc25a46/Slc9a3r1/Snap91/Sod1/Spr/Srcin1/Stk25/Stxbp5/Sult4a1/Tanc2/Tbcd/Trio/Trpv2/Ttl/Twf2/Usp9x/Vamp7/Vasp/Wasl/Ythdf1",118
"GO:0051046","GO:0051046","regulation of secretion","117/1393","466/9821",1.0877489356135e-10,1.10811529866329e-08,9.38655464483498e-09,"Rtn4/Ppp3ca/Anxa2/Tardbp/Stxbp1/Anxa5/Comt/Dpysl2/Vsnl1/Septin5/Cadps/Cplx1/Sncg/Ppid/Nsf/Snca/Kif5b/Rac1/Vps4b/Glud1/Rala/Fgg/Fbn1/Aacs/Abr/Apbb1/Aqp1/Arf1/Arhgef7/Atp9a/Bcr/Braf/Brsk2/C2cd2l/Cbarp/Cd200/Cd2ap/Clasp1/Clasp2/Cplx2/Cpt1a/Cyth1/Dgki/Dnm1l/Ensa/Exoc1/Frmd4a/Gab2/Gabbr1/Git1/Golph3/Grk2/Gsk3b/Hcfc1/Hgs/Hip1r/Ica1/Irs2/Itsn1/Kcna2/Llgl1/Madd/Map2k6/Mapk9/Mctp2/Mical1/Myo18a/Ndufaf2/Nf1/Nr3c1/Oga/Pclo/Pex5l/Pfkfb2/Pfkl/Pfkm/Pick1/Pik3c3/Prkca/Prkcb/Prkce/Prkcq/Ptpn11/Ptpn23/Rab11fip5/Rab15/Rab3a/Rab3c/Rab3gap1/Rabgef1/Rap1gds1/Rims1/Rph3a/S100a10/Sdcbp/Septin4/Slc12a2/Slc9a3r1/Smcr8/Snap25/Snf8/Srcin1/Stam/Stk39/Stx1b/Stxbp5/Stxbp5l/Syp/Syt4/Syt6/Syt7/Sytl2/Trim9/Trpv1/Vamp7/Vps4a/Wnk1",117
"GO:0090148","GO:0090148","membrane fission","19/1393","29/9821",3.3118915620322e-10,2.93654385166855e-08,2.4874694324581e-08,"Coro1c/Chmp4b/Chmp2b/Vps4b/Exoc4/Chmp1a/Chmp3/Chmp5/Chmp7/Dnm1l/Epn1/Exoc1/Exoc3/Exoc8/Sh3gl2/Sh3glb1/Slc25a46/Spast/Vps4a",19
"GO:0016050","GO:0016050","vesicle organization","75/1393","259/9821",3.40437956909769e-10,2.96366715942541e-08,2.510444876504e-08,"Coro1c/Synj1/Chmp4b/Sec22b/Stxbp1/Agfg1/Snap47/Cadps/Chmp2b/Ap3d1/Cplx1/Snca/Kif5b/Stxbp6/Vps4b/Eea1/Ap1b1/Ap3b2/Ap3s1/Ap3s2/Aqp1/Arf1/Arfgap2/Arfgap3/Cd2ap/Chmp1a/Chmp3/Chmp5/Chmp7/Coro1a/Cplx2/Dnm1/Dnm3/Exoc8/Fnbp1l/Golph3/Lamtor1/Myo18a/Pafah1b1/Picalm/Pik3c3/Pikfyve/Pip4k2a/Pip4k2b/Prrt2/Rab3a/S100a10/Sdcbp/Snap25/Snap29/Snap91/Snx11/Snx3/Sqstm1/Stam/Stx17/Stx1b/Stx2/Stx7/Syt4/Syt7/Trappc10/Trappc12/Trarg1/Trim9/Usp8/Vamp1/Vamp7/Vapa/Vapb/Vps11/Vps4a/Vps8/Vti1b/Wasl",75
"GO:0043162","GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","18/1393","27/9821",6.39141782281126e-10,5.27622560958971e-08,4.46935260821992e-08,"Plaa/Chmp4b/Chmp2b/Vps4b/Chmp1a/Chmp5/Chmp7/Hdac6/Nedd4/Ptpn23/Snf8/Stam/Ubap1/Vps25/Vps36/Vps37a/Vps37c/Vps4a",18
"GO:0046785","GO:0046785","microtubule polymerization","31/1393","70/9821",9.67684380144713e-10,7.47302066473046e-08,6.33020019812832e-08,"Mapt/Map1b/Prune1/Tppp3/Map2/Snca/Mapre1/Stmn1/Tppp/Rac1/Dctn1/Arhgef7/Arl2/Camsap1/Camsap2/Camsap3/Cdkn1b/Ckap5/Clasp1/Clasp2/Clip1/Eml2/Fgf13/Fkbp4/Git1/Inpp5j/Mapre3/Pak1/Slain2/Stmn2/Tbcd",31
"GO:0008088","GO:0008088","axo-dendritic transport","33/1393","78/9821",1.19364784148649e-09,8.92997791412081e-08,7.56435054810436e-08,"Map6/Mapt/Map1a/Nefl/Nefm/Hspa8/Map2/Ap3d1/Dync1h1/Uchl1/Kif5a/Kif5b/Actr10/Agtpbp1/Ap3b2/Ap3s1/Ap3s2/Borcs5/Dlg2/Dst/Flot2/Hdac6/Hspb1/Kif1a/Kif3b/Kif5c/Klc1/Klc2/Madd/Pafah1b1/Sod1/Spast/Wasf1",33
"GO:0044089","GO:0044089","positive regulation of cellular component biogenesis","102/1393","410/9821",3.12096358083685e-09,2.19752553309512e-07,1.86146635866322e-07,"Mapt/Palm/Cttn/Map1b/Fermt2/Dpysl3/Tppp3/Avil/Eif4g1/Cdc42ep4/Nf2/Park7/Vcp/Dync1h1/Snca/Mapre1/Septin9/Hsp90aa1/Lcp1/Tppp/Pfn1/Septin7/Rac1/Arpc2/Tpm1/Vps4b/Actr2/Cfl1/Msn/Dctn1/Rala/Cdc42/Aqp1/Arap1/Arhgap35/Arl2/Asap1/Atg2a/Atr/Baiap2l1/Bcas3/Bin1/Braf/Carmil2/Ccp110/Cdkn1b/Ckap5/Clasp1/Clasp2/Clip1/Cracd/Dab2ip/Ddx3x/Dnm3/Dock11/Epn1/Fchsd1/Flot1/Fnbp1l/Git1/Gsk3b/Hgs/Hip1r/Lims1/Lrsam1/Mapk9/Mtss1/Nck1/Nek7/Pak1/Pip4k2a/Pip4k2b/Ppp2r5b/Prkca/Prkce/Prkcq/Ptk2b/Ptpn11/Rab3gap1/Rab3gap2/Rims1/Rock2/S100a10/Sdcbp/Sh3glb1/Slain2/Snap91/Snf8/Snx9/Stam/Stub1/Stx18/Synpo/Tsc1/Ttbk1/Twf2/Ube2v2/Vasp/Vps4a/Wars1/Wasl/Wdr45",102
"GO:0090174","GO:0090174","organelle membrane fusion","38/1393","102/9821",5.16253419935661e-09,3.53117339235992e-07,2.9911645518979e-07,"Chmp4b/Sec22b/Stxbp1/Snap47/Chmp2b/Cplx1/Snca/Kif5b/Stxbp6/Eea1/Chmp1a/Chmp3/Chmp5/Chmp7/Coro1a/Cplx2/Pikfyve/Pip4k2a/Pip4k2b/Prrt2/Rab3a/Snap25/Snap29/Stx17/Stx1b/Stx2/Stx7/Syt4/Syt7/Trarg1/Trim9/Vamp1/Vamp7/Vcpip1/Vps11/Vps4a/Vps8/Vti1b",38
"GO:0097581","GO:0097581","lamellipodium organization","32/1393","79/9821",7.7857000660491e-09,4.97039092216575e-07,4.21028804975259e-07,"Dmtn/Cttn/Coro1c/Avil/Capzb/Snx2/Vcl/Rac1/Arpc2/Actr2/Cfl1/Cdc42/Abi1/Ablim1/Ablim2/Ablim3/Aqp1/Arhgef6/Arhgef7/Arpc5/Carmil2/Cd44/Coro1b/Fgd4/Golph3/Mtss2/Nck1/Snx1/Srgap2/Twf1/Twf2/Wasf1",32
"GO:0007034","GO:0007034","vacuolar transport","45/1393","134/9821",9.20091542588823e-09,5.72129650118868e-07,4.84636051072418e-07,"Chmp4b/Hspa8/Chmp2b/Ap3d1/Vcp/Vps4b/Ap3s1/Ap3s2/Arf1/Bin1/Chmp1a/Chmp3/Chmp5/Chmp7/Ehd3/Gak/Gga3/Hgs/Leprot/Mtm1/Mvb12a/Nedd4/Pik3c3/Pik3r4/Ptpn23/Rbsn/Scyl2/Snf8/Snx16/Stam/Stx7/Ubxn6/Vamp7/Vipas39/Vps11/Vps13a/Vps13c/Vps16/Vps25/Vps36/Vps37a/Vps37c/Vps4a/Vti1b/Zfyve16",45
"GO:0090066","GO:0090066","regulation of anatomical structure size","99/1393","404/9821",1.24485247913206e-08,7.45044208760536e-07,6.31107447644186e-07,"Mapt/Dmtn/Add1/Sptan1/Cttn/Nefl/Rtn4/Sptbn1/Map1b/Add2/Ist1/Nefm/Avil/Map2/G6pdx/Dpysl2/Capzb/Hsp90ab1/Rufy3/Cdc42ep4/Dbn1/Dbnl/Tmod1/Rap1gap2/Capza2/Capg/Pfn1/Rac1/Dstn/Wdr1/Gsn/Arpc2/Tpm1/Shtn1/Cfl1/Gdi1/Fgg/Akt3/Aqp1/Arfgef1/Arhgap28/Arhgap35/Arpc1b/Arpc5/Atp1a2/Atp2b1/Atp2b2/Baiap2l1/Bin1/Borcs5/Borcs6/Carmil2/Chmp3/Clasp2/Coro1a/Cracd/Deptor/Dip2b/Dock5/Eln/Fchsd1/Fgf13/Gclm/Golga4/Grk2/Gsk3b/Hip1r/Ilk/Kank4/L1cam/Map2k1/Mtpn/Naa80/Nck1/Pafah1b1/Pak1/Pclo/Picalm/Pik3ca/Prkcd/Prkce/Prkg1/Ptk2b/Rdx/Rock2/Shc1/Slc12a2/Slc9a3r1/Snta1/Snx9/Sod1/Tmod2/Tmsb4x/Trpv2/Tsc1/Ttl/Twf1/Twf2/Vasp",99
"GO:0061025","GO:0061025","membrane fusion","41/1393","118/9821",1.38052396623455e-08,8.16043055596421e-07,6.91248712397883e-07,"Chmp4b/Sec22b/Stxbp1/Snap47/Chmp2b/Cplx1/Snca/Kif5b/Stxbp6/Nsfl1c/Cd9/Eea1/Chmp1a/Chmp3/Chmp5/Chmp7/Coro1a/Cplx2/Dnm1l/Pikfyve/Pip4k2a/Pip4k2b/Prrt2/Rab3a/Snap25/Snap29/Stx17/Stx1b/Stx2/Stx7/Syt4/Syt7/Trarg1/Trim9/Vamp1/Vamp7/Vcpip1/Vps11/Vps4a/Vps8/Vti1b",41
"GO:0016236","GO:0016236","macroautophagy","60/1393","206/9821",1.60712905580519e-08,9.38406575511618e-07,7.94899647242286e-07,"Plaa/Chmp4b/Bag3/Sec22b/Tigar/Wipi2/Slc25a4/Slc25a5/Chmp2b/Vcp/Pacs2/Nsfl1c/Vps4b/Phb2/Arfip2/Atg2a/Atg2b/Atg3/Cdc37/Chmp1a/Chmp5/Chmp7/Hdac6/Ikbkg/Ilrun/Larp1/Lgals8/Lrsam1/Mapk3/Mtm1/Mtmr3/Nrbp2/Optn/Pik3c3/Pik3r4/Pikfyve/Pip4k2a/Pip4k2b/Rab23/Rab3gap1/Rab3gap2/Retreg1/Retreg2/Scfd1/Sh3glb1/Smcr8/Snap29/Sqstm1/Stbd1/Stx17/Tbc1d5/Tsc1/Uba5/Ubxn6/Ufc1/Vps13c/Vps16/Vps4a/Vti1b/Wdr45",60
"GO:0051301","GO:0051301","cell division","97/1393","397/9821",2.05749556537015e-08,1.1869022610834e-06,1.005393838094e-06,"Map4/Sptbn1/Chmp4b/Ank3/Ist1/Ran/Septin5/Myh9/Calm1/Chmp2b/Dync1h1/Plec/Mapre1/Stmn1/Septin9/Mapre2/Nudc/Tppp/Septin7/Epb41/Ppp1cb/Dstn/Vps4b/Actr2/Cfl1/Exoc4/Dctn1/Rala/Cltc/Cat/Ppp1ca/Cdc42/Abraxas2/Ankle2/Arf1/Arl3/Arpp19/Birc6/Brcc3/Brsk2/Ccdc124/Ccp110/Cd2ap/Cdk14/Chmp1a/Chmp3/Chmp5/Chmp7/Ckap5/Clasp1/Clasp2/Dctn3/Dis3l2/Dock7/Dync1li1/Eml4/Ensa/Exoc1/Exoc3/Exoc8/Fgf13/Fsd1/Garem1/Git1/Katnb1/Kif2a/Kif3b/Mapre3/Mical3/Nek1/Nek9/Numb/Numbl/Pafah1b1/Pik3c3/Pik3r4/Pkn2/Ppp1cc/Ppp1r1c/Prkce/Rock2/Rtkn/Septin3/Septin4/Sh3glb1/Sirt2/Snx9/Spast/Stambp/Stx2/Tacc1/Trim36/Usp8/Usp9x/Vps4a/Wasl/Zfyve19",97
"GO:0031346","GO:0031346","positive regulation of cell projection organization","85/1393","336/9821",2.98644131836638e-08,1.66268384096956e-06,1.40841596079139e-06,"Map6/Mapt/Palm/Nefl/Map1b/Coro1c/Ist1/Dpysl3/Avil/Rufy3/Cdc42ep4/Hnrnpk/Dbn1/Dbnl/Ehd1/Septin9/Pfn1/Septin7/Rac1/Arpc2/Actr2/Shtn1/Cfl1/Rala/Gdi1/Cdc42/Afdn/Apbb1/Aqp1/Arap1/Arhgap35/Bcas3/Braf/Camk1d/Camk2b/Carmil2/Ccp110/Clip1/Cntn1/Coro1b/Crtc1/Dab2ip/Dnm1l/Dnm3/Dock11/Fnbp1l/Golga4/Grip1/Gsk3b/Hspb1/Ilk/Katnb1/L1cam/Map2k1/Marcks/Mark2/Mob2/Nck1/Nf1/Nme2/Numb/Numbl/Pacsin1/Pafah1b1/Pak1/Picalm/Ppp2r5b/Prkcq/Ptk2b/Ranbp1/Rapgef2/Robo2/Sh3glb1/Snap91/Snx3/Stk24/Stk25/Stmn2/Trim67/Trpv2/Twf1/Twf2/Ube2v2/Vamp7/Wasl",85
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","88/1393","353/9821",3.54290577945957e-08,1.88482587467249e-06,1.59658666295412e-06,"Mapt/Cttn/Plaa/Chmp4b/Bag3/Sec22b/Hspa8/Tigar/Wipi2/Eif4g1/Slc25a4/Slc25a5/Chmp2b/Park7/Vcp/Soga3/Pacs2/Snca/Eif4g2/Nsfl1c/Vps4b/Phb2/Cltc/Acbd5/Arfip2/Atg2a/Atg2b/Atg3/Cdc37/Chmp1a/Chmp5/Chmp7/Dnm1l/Fnbp1l/Foxo3/Fundc2/Gopc/Gsk3b/Hdac6/Ikbkg/Ilrun/Larp1/Lgals8/Lrsam1/Map2k1/Mapk3/Mtm1/Mtmr3/Nrbf2/Nrbp2/Optn/Pik3c3/Pik3r4/Pikfyve/Pip4k2a/Pip4k2b/Prkaa1/Rab23/Rab3gap1/Rab3gap2/Retreg1/Retreg2/Scfd1/Sh3bp4/Sh3glb1/Sirt2/Slc25a46/Smcr8/Snap29/Sqstm1/Stat3/Stbd1/Stub1/Stx17/Tbc1d17/Tbc1d5/Tsc1/Uba5/Ubxn6/Ufc1/Usp13/Vps11/Vps13a/Vps13c/Vps16/Vps4a/Vti1b/Wdr45",88
"GO:0007269","GO:0007269","neurotransmitter secretion","46/1393","147/9821",7.35798110724895e-08,3.55858722641495e-06,3.01438609316642e-06,"Synj1/Stxbp1/Septin5/Snap47/Cadps/Cplx1/Sncg/Snca/Braf/Cplx2/Cyth1/Dgki/Dnm1l/Erc1/Git1/Gsk3b/Ica1/Mctp2/Napa/Nf1/Pak1/Pclo/Ppfia3/Prkca/Prkcb/Prkce/Prrt2/Rab3a/Rab3gap1/Rims1/Rph3a/Snap25/Snap29/Snap91/Stx1b/Stx2/Stxbp5/Stxbp5l/Syn1/Syn2/Syp/Syt4/Syt6/Syt7/Trim9/Vamp1",46
"GO:0099643","GO:0099643","signal release from synapse","46/1393","147/9821",7.35798110724895e-08,3.55858722641495e-06,3.01438609316642e-06,"Synj1/Stxbp1/Septin5/Snap47/Cadps/Cplx1/Sncg/Snca/Braf/Cplx2/Cyth1/Dgki/Dnm1l/Erc1/Git1/Gsk3b/Ica1/Mctp2/Napa/Nf1/Pak1/Pclo/Ppfia3/Prkca/Prkcb/Prkce/Prrt2/Rab3a/Rab3gap1/Rims1/Rph3a/Snap25/Snap29/Snap91/Stx1b/Stx2/Stxbp5/Stxbp5l/Syn1/Syn2/Syp/Syt4/Syt6/Syt7/Trim9/Vamp1",46
"GO:0070201","GO:0070201","regulation of establishment of protein localization","94/1393","400/9821",2.44960022024623e-07,1.06624416859445e-05,9.03187526182654e-06,"Mapt/Dmtn/Cct8/Ppp3ca/Ank3/Bag3/Ran/Tardbp/Anxa5/Vsnl1/Hsp90ab1/Rufy3/Tcp1/Park7/Ppid/Lcp1/Kif5b/Rac1/Bcap31/Gripap1/Cct6a/Arpc2/Exoc4/Glud1/Snx12/Gdi1/Fgg/Cdc42/Fbn1/Aacs/Apbb1/Arf1/Arhgap44/Bcas3/Brsk2/C2cd2l/Cacnb3/Cd200/Cd2ap/Cnst/Cpt1a/Csk/Dnm1l/Emd/Ensa/Exoc1/Frmd4a/Gapvd1/Golph3/Gopc/Gsk3b/Hcfc1/Hdac6/Ica1/Irs2/Llgl1/Madd/Mff/Myo18a/Ndufaf2/Nf1/Oga/Pak1/Pdcd5/Pfkfb2/Pfkl/Pfkm/Picalm/Pick1/Pik3c3/Ppm1a/Prkaa1/Prkcd/Prkce/Prkcq/Ptpn11/Ptpn23/Rab11fip5/Rab23/Rangap1/Rap1gds1/Ripor1/Scfd1/Sh3glb1/Slc12a2/Snap25/Snap91/Snx3/Srcin1/Stxbp5/Stxbp5l/Syt4/Syt7/Vamp7",94
"GO:0032386","GO:0032386","regulation of intracellular transport","66/1393","252/9821",2.76797302666184e-07,1.16254867119797e-05,9.84764549559377e-06,"Mapt/Dmtn/Map1b/Ank3/Anxa2/Bag3/Ran/Tardbp/Map2/Nefh/Arhgap1/Hsp90ab1/Rufy3/Dbn1/Park7/Dync1h1/Ehd1/Lcp1/Kif5b/Bcap31/Gripap1/Arpc2/Msn/Snx12/Gdi1/Cdc42/Arf1/Arhgap44/Atp9a/Bcas3/Borcs5/Cacnb3/Emd/Gsk3b/Inpp5f/Map2k1/Mapk3/Mff/Mtmr2/Nedd4/Nf1/Nup214/Pak1/Pdcd5/Ppm1a/Ppp1cc/Ppp1r12a/Prkaa1/Prkcd/Prkcq/Ptpn11/Ptpn23/Rab11b/Rab23/Rangap1/Rdx/Reep1/Rint1/Ripor1/Scfd1/Sh3glb1/Snx3/Stx18/Use1/Vamp7/Vps11",66
"GO:0048588","GO:0048588","developmental cell growth","54/1393","192/9821",2.96234665886041e-07,1.22273412091583e-05,1.03574606865601e-05,"Mapt/Cttn/Rtn4/Map1b/Plaa/Ist1/Map2/G6pdx/Dpysl2/Hsp90ab1/Rufy3/Slc25a4/Hnrnpk/Dbn1/Dbnl/Hsp90aa1/Vcl/Septin7/Pdlim5/Shtn1/Gdi1/Afdn/Akap13/Camk2d/Clasp2/Cpne1/Cpne6/Dclk1/Dip2b/Fdps/Fgf13/Golga4/Gsk3b/Hdac6/Ilk/Impact/Itsn2/L1cam/Lamb2/Map2k4/Nedd4l/Nr3c1/Pafah1b1/Pak1/Picalm/Rims1/Sh3gl2/Sh3glb1/Syt4/Trpv2/Ttl/Twf2/Usp9x/Wasf1",54
"GO:0048284","GO:0048284","organelle fusion","41/1393","132/9821",4.67188155353874e-07,1.84867511391269e-05,1.56596429976379e-05,"Chmp4b/Sec22b/Stxbp1/Snap47/Chmp2b/Cplx1/Snca/Kif5b/Stxbp6/Eea1/Chmp1a/Chmp3/Chmp5/Chmp7/Coro1a/Cplx2/Dnm1l/Mff/Pikfyve/Pip4k2a/Pip4k2b/Prrt2/Rab3a/Snap25/Snap29/Stx17/Stx1b/Stx2/Stx7/Syt4/Syt7/Trarg1/Trim9/Vamp1/Vamp7/Vcpip1/Vps11/Vps16/Vps4a/Vps8/Vti1b",41
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","55/1393","200/9821",5.12386864485572e-07,2.01090844848928e-05,1.703387911012e-05,"Synj1/Pebp1/Stxbp1/Comt/Septin5/Snap47/Cadps/Park7/Cplx1/Sncg/Snca/Agtpbp1/Aldh9a1/Atp1a2/Braf/Cplx2/Cyth1/Dgki/Dnm1l/Erc1/Flot1/Git1/Gsk3b/Ica1/Mctp2/Napa/Nat8l/Nf1/Pak1/Pclo/Ppfia3/Prkca/Prkcb/Prkce/Prrt2/Rab3a/Rab3gap1/Rims1/Rph3a/Snap25/Snap29/Snap91/Stx1b/Stx2/Stxbp5/Stxbp5l/Syn1/Syn2/Syngr3/Syp/Syt4/Syt6/Syt7/Trim9/Vamp1",55
"GO:0072665","GO:0072665","protein localization to vacuole","24/1393","59/9821",5.27056262117293e-07,2.05166291302244e-05,1.73790995116639e-05,"Rtn4/Hspa8/Ap3d1/Gga3/Hgs/Nedd4/Pik3c3/Pik3r4/Ptpn23/Rock2/Sh3bp4/Sh3glb1/Snf8/Snx16/Stam/Vamp7/Vps13a/Vps13c/Vps25/Vps36/Vps37a/Vps37c/Vps4a/Zfyve16",24
"GO:0022604","GO:0022604","regulation of cell morphogenesis","69/1393","272/9821",5.45197303479056e-07,2.10516507182074e-05,1.78323022946078e-05,"Palm/Dmtn/Coro1c/Plaa/Epb41l3/Fermt2/Arhgdia/Capzb/Myh9/Cdc42ep4/Hnrnpk/Dbn1/Dbnl/Epb41/Myl12b/Rac1/Wdr1/Arpc2/Tpm1/Actr2/Cfl1/Msn/Cdc42/Sprr1b/Afdn/Arap1/Arhgap35/Arhgef18/Bcar1/Braf/Camk2b/Camsap1/Cd44/Coro1a/Coro1b/Cpne6/Crkl/Dnm1l/Dock5/Fgd4/Fmnl1/Gas2/Grip1/Hck/Ilk/Itsn2/Lims1/Mapk9/Marcks/Mark2/Myo9a/Nedd4l/Numb/Numbl/Pafah1b1/Palmd/Parva/Pdzd8/Picalm/Ptk2b/Rdx/Rims1/S100a10/S100a13/Sh3glb1/Slc9a3r1/Syne3/Syt4/Vamp7",69
"GO:0050808","GO:0050808","synapse organization","91/1393","391/9821",6.04214008551647e-07,2.27500008678969e-05,1.92709302519471e-05,"Mapt/Palm/Cttn/Nefl/Chmp4b/Ank3/Add2/Sorbs1/Hspa8/Rheb/Eif4g1/Sncb/Hnrnpk/Chmp2b/Dbn1/Dbnl/Vcp/Tuba1a/Sncg/Ywhaz/Snca/Pfn1/Septin7/Gripap1/Pdlim5/Tubb5/Actr2/Cfl1/Dctn1/Cdc42/Afdn/Apbb1/Arf1/Arf4/Arhgap39/Arhgap44/Arhgef7/Atp2b2/Cacnb1/Cacnb3/Cadm1/Camk2b/Ckap5/Cnksr2/Cntnap1/Crkl/Cttnbp2/Dab2ip/Dgkz/Dip2a/Dnm1l/Dnm3/Erc1/Fgf13/Frmpd4/Gphn/Gsk3b/Hdac6/Itsn1/Kif1a/L1cam/Lamb2/Marcks/Mtmr2/Nedd4/Numb/Pafah1b1/Pak1/Palld/Pclo/Picalm/Pick1/Ppfia3/Prkca/Rab3a/Rock2/Rph3a/Sdcbp/Slc25a46/Snap91/Snta1/Srcin1/Srgap2/Syn1/Synpo/Tanc1/Tanc2/Tsc1/Ube2v2/Wasf1/Wasl",91
"GO:0022406","GO:0022406","membrane docking","28/1393","76/9821",6.94831756664974e-07,2.57895693869139e-05,2.18456691834365e-05,"Ncam1/Ahcyl1/Stxbp1/Septin5/Pacs2/Exoc4/Esyt1/Esyt2/Exoc1/Exoc3/Exoc8/Pdzd8/Ppfia3/Rab15/Rab3a/Rab3c/Rims1/Scfd2/Snap29/Snx3/Stx17/Stx1b/Stx2/Stx7/Sytl2/Vapb/Vps11/Ykt6",28
"GO:0051223","GO:0051223","regulation of protein transport","88/1393","378/9821",9.17668086499988e-07,3.2789513419119e-05,2.77751385489745e-05,"Dmtn/Ppp3ca/Ank3/Bag3/Ran/Tardbp/Anxa5/Vsnl1/Hsp90ab1/Rufy3/Park7/Ppid/Lcp1/Kif5b/Rac1/Bcap31/Gripap1/Arpc2/Exoc4/Glud1/Snx12/Gdi1/Fgg/Cdc42/Fbn1/Aacs/Apbb1/Arf1/Arhgap44/Bcas3/Brsk2/C2cd2l/Cacnb3/Cd200/Cd2ap/Cnst/Cpt1a/Csk/Dnm1l/Emd/Ensa/Exoc1/Frmd4a/Gapvd1/Golph3/Gopc/Gsk3b/Hcfc1/Ica1/Irs2/Llgl1/Madd/Mff/Myo18a/Ndufaf2/Nf1/Oga/Pak1/Pdcd5/Pfkfb2/Pfkl/Pfkm/Picalm/Pick1/Pik3c3/Ppm1a/Prkaa1/Prkcd/Prkce/Prkcq/Ptpn11/Ptpn23/Rab11fip5/Rab23/Rangap1/Rap1gds1/Ripor1/Scfd1/Sh3glb1/Slc12a2/Snap91/Snx3/Srcin1/Stxbp5/Stxbp5l/Syt4/Syt7/Vamp7",88
"GO:0006836","GO:0006836","neurotransmitter transport","51/1393","191/9821",3.40225992044081e-06,0.000113125142354657,9.58253470282051e-05,"Synj1/Stxbp1/Septin5/Snap47/Cadps/Park7/Cplx1/Sncg/Snca/Atp1a2/Braf/Cplx2/Cyth1/Dgki/Dnm1l/Erc1/Flot1/Git1/Gsk3b/Ica1/Mctp2/Napa/Nat8l/Nf1/Pak1/Pclo/Ppfia3/Prkca/Prkcb/Prkce/Prrt2/Rab3a/Rab3gap1/Rims1/Rph3a/Snap25/Snap29/Snap91/Stx1b/Stx2/Stxbp5/Stxbp5l/Syn1/Syn2/Syngr3/Syp/Syt4/Syt6/Syt7/Trim9/Vamp1",51
