Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
P61148,Fgf1,Fibroblast growth factor 1,0.06317725476,21.97448854,0.6610366323,0.7735632433,Not_sig
P61161,Actr2,Actin-related protein 2,-0.08940867435,24.58665244,0.2167541266,0.3638576734,Not_sig
P61164,Actr1a,Alpha-centractin,0.1771622978,23.03918924,0.06761635659,0.1698849853,Not_sig
P61202,Cops2,COP9 signalosome complex subunit 2,0.1844396214,21.36784018,0.08965580591,0.2029862651,Not_sig
P61211,Arl1,ADP-ribosylation factor-like protein 1,-0.02746609221,22.12090425,0.7578612506,0.8439316896,Not_sig
P61222,Abce1,ATP-binding cassette sub-family E member 1,-0.05094106122,21.5836582,0.5825338942,0.7096780706,Not_sig
P61226,Rap2b,Ras-related protein Rap-2b,0.4122911858,20.40419914,0.0002009598014,0.005650516769,Not_sig
P61255,Rpl26,60S ribosomal protein L26,-0.9764140154,21.43114553,0.003802626344,0.02725903415,Down
P61264,Stx1b,Syntaxin-1B,0.4657009859,22.70694031,0.007768782697,0.0421986151,Not_sig
P61290,Psme3,Proteasome activator complex subunit 3,-0.8522764359,18.92288359,0.0006892371206,0.01051296949,Down
P61294,Rab6b,Ras-related protein Rab-6B,0.3208644118,22.993873,0.02256864651,0.08411550123,Not_sig
P61358,Rpl27,60S ribosomal protein L27,-0.8650240652,20.37070263,0.01189080869,0.05466616461,Not_sig
P61600,Naa20,N-alpha-acetyltransferase 20,-0.08195255831,18.84952317,0.6552371362,0.770251094,Not_sig
P61759,Vbp1,Prefoldin subunit 3,0.02685470378,22.41710492,0.6999396597,0.8061955599,Not_sig
P61922,Abat,"4-aminobutyrate aminotransferase, mitochondrial",0.444672393,21.89583886,0.008207560195,0.04377365438,Not_sig
P61924,Copz1,Coatomer subunit zeta-1,-0.6562575269,20.82301793,0.00229441002,0.02012344935,Down
P61961,Ufm1,Ubiquitin-fold modifier 1,-0.2293278746,21.97451981,0.04684360704,0.1349886611,Not_sig
P61963,Dcaf7,DDB1- and CUL4-associated factor 7,-0.09410353007,19.64027782,0.494918957,0.6331783512,Not_sig
P61965,Wdr5,WD repeat-containing protein 5,-0.7966352297,19.4620657,0.00000658774578,0.001049647494,Down
P61967,Ap1s1,AP-1 complex subunit sigma-1A,0.0004303760984,19.85332044,0.9962218496,0.9989026932,Not_sig
P61971,Nutf2,Nuclear transport factor 2,-0.0005354546022,23.01190354,0.9966045118,0.9989026932,Not_sig
P61979,Hnrnpk,Heterogeneous nuclear ribonucleoprotein K,-0.3776479924,24.06851928,0.000110691251,0.004363745811,Not_sig
P61982,Ywhag,14-3-3 protein gamma,0.09264932187,25.56158712,0.579371378,0.7076065633,Not_sig
P62073,Timm10,Mitochondrial import inner membrane translocase subunit Tim10,-0.3131568185,20.57357371,0.1606437442,0.2953373451,Not_sig
P62075,Timm13,Mitochondrial import inner membrane translocase subunit Tim13,-0.0749191749,22.54886144,0.2253896549,0.374238617,Not_sig
P62082,Rps7,40S ribosomal protein S7,-0.9795041233,19.63441867,0.003396802695,0.02596252325,Down
P62137,Ppp1ca,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,-0.1963114465,21.98126288,0.06080598353,0.1595896232,Not_sig
P62141,Ppp1cb,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,0.09438405795,21.95998254,0.3257443592,0.4731611088,Not_sig
P62192,Psmc1,26S proteasome regulatory subunit 4,-0.2421776836,21.65948692,0.0216297188,0.08173126946,Not_sig
P62196,Psmc5,26S proteasome regulatory subunit 8,-0.1693486989,22.64112383,0.01422018852,0.06094486177,Not_sig
P62242,Rps8,40S ribosomal protein S8,-0.7145319439,24.78905676,0.000002228346897,0.0007746544123,Down
P62245,Rps15a,40S ribosomal protein S15a,-0.5066788205,23.5923894,0.005808223474,0.03464999464,Not_sig
P62254,Ube2g1,Ubiquitin-conjugating enzyme E2 G1,-0.1358007825,18.22320874,0.5282526547,0.6605749351,Not_sig
P62257,Ube2h,Ubiquitin-conjugating enzyme E2 H,-0.3097731271,19.04663122,0.3208957687,0.468897753,Not_sig
P62259,Ywhae,14-3-3 protein epsilon,-0.05934967234,25.30757394,0.3948313016,0.5413534949,Not_sig
P62264,Rps14,40S ribosomal protein S14,-0.8309126012,23.90452533,0.000003604939845,0.0009114265292,Down
P62270,Rps18,40S ribosomal protein S18,-0.5350609697,23.57991163,0.00266015475,0.02190484325,Not_sig
P62281,Rps11,40S ribosomal protein S11,-0.5767336456,21.6300226,0.00003171750892,0.002353845402,Not_sig
P62301,Rps13,40S ribosomal protein S13,-0.6680159641,22.46832195,0.0009155139829,0.01231833313,Down
P62305,Snrpe,Small nuclear ribonucleoprotein E,-0.534274967,22.20682163,0.001378001048,0.01517322543,Not_sig
P62315,Snrpd1,Small nuclear ribonucleoprotein Sm D1,-0.1032932221,21.14592801,0.2164946968,0.3638058837,Not_sig
P62320,Snrpd3,Small nuclear ribonucleoprotein Sm D3,-0.1802970873,22.75050117,0.04865778713,0.1381715742,Not_sig
P62331,Arf6,ADP-ribosylation factor 6,0.0608184775,22.46569036,0.3731586727,0.5196499506,Not_sig
P62334,Psmc6,26S proteasome regulatory subunit 10B,-0.1243421643,22.45938187,0.01810205148,0.07210650505,Not_sig
P62342,Selenot,Thioredoxin reductase-like selenoprotein T,-0.4346916145,19.83386281,0.08882798282,0.2017091486,Not_sig
P62482,Kcnab2,Voltage-gated potassium channel subunit beta-2,0.183028937,21.96932685,0.1148868951,0.239024748,Not_sig
P62484,Abi2,Abl interactor 2,0.03092430401,20.1610956,0.8249138215,0.8898365172,Not_sig
P62627,Dynlrb1,Dynein light chain roadblock-type 1,-0.3211913218,24.15831928,0.03328625192,0.1073243064,Not_sig
P62631,Eef1a2,Elongation factor 1-alpha 2,0.0493014385,24.66943954,0.6365318474,0.7524258994,Not_sig
P62702,Rps4x,"40S ribosomal protein S4, X isoform",-0.4671397117,22.86338234,0.0003700373179,0.007918444491,Not_sig
P62717,Rpl18a,60S ribosomal protein L18a,-0.3481565918,23.43038877,0.002626593258,0.02169350458,Not_sig
P62743,Ap2s1,AP-2 complex subunit sigma,0.2257180204,20.76883292,0.01822499448,0.0724453003,Not_sig
P62746,Rhob,Rho-related GTP-binding protein RhoB,0.3447953512,22.02759766,0.005354849145,0.03351381854,Not_sig
P62748,Hpcal1,Hippocalcin-like protein 1,0.19287671,21.95405814,0.04549826197,0.132408945,Not_sig
P62754,Rps6,40S ribosomal protein S6,-0.8919752607,24.62804729,0.00000654751721,0.001049647494,Down
P62761,Vsnl1,Visinin-like protein 1,0.2582395976,24.29658074,0.02314871441,0.08546474572,Not_sig
P62774,Mtpn,Myotrophin,-0.05450680184,23.58699742,0.6456232551,0.7610595841,Not_sig
P62806,H4c1,Histone H4,-1.39229722,27.23697502,0.003633355754,0.02673498556,Down
P62814,Atp6v1b2,"V-type proton ATPase subunit B, brain isoform",0.01576251076,24.31054309,0.8187351161,0.8853867387,Not_sig
P62821,Rab1A,Ras-related protein Rab-1A,-0.02304157788,22.58063891,0.7505466905,0.8394532157,Not_sig
P62827,Ran,GTP-binding nuclear protein Ran,-0.1135819426,23.62897163,0.3377378963,0.4849829949,Not_sig
P62830,Rpl23,60S ribosomal protein L23,-0.6399343718,22.03088175,0.0003799544017,0.007960653407,Down
P62835,Rap1a,Ras-related protein Rap-1A,0.1129366156,22.34992985,0.09684383842,0.2129139395,Not_sig
P62849,Rps24,40S ribosomal protein S24,-0.587690627,21.68969812,0.000003036447758,0.0008931827866,Down
P62852,Rps25,40S ribosomal protein S25,-1.031101124,22.60473158,0.000007350161356,0.001124280681,Down
P62858,Rps28,40S ribosomal protein S28,-0.7203428522,25.19595442,0.007894212298,0.04267240614,Down
P62874,Gnb1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,0.1431813903,23.62388759,0.02317650139,0.08546474572,Not_sig
P62880,Gnb2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,0.1009615863,24.01197197,0.07991176875,0.1888644028,Not_sig
P62881,Gnb5,Guanine nucleotide-binding protein subunit beta-5,0.2252655375,19.63123619,0.1039467884,0.2233104038,Not_sig
P62889,Rpl30,60S ribosomal protein L30,-0.6916107278,23.85624096,0.000003455766806,0.0009114265292,Down
P62897,Cycs,"Cytochrome c, somatic",-0.1646813442,24.96908621,0.2004019106,0.3454802247,Not_sig
P62908,Rps3,40S ribosomal protein S3,-0.4432201208,24.53818424,0.002428940349,0.02073274084,Not_sig
P62911,Rpl32,60S ribosomal protein L32,-0.9329818388,21.6969833,0.0006909599714,0.01051296949,Down
P62960,Ybx1,Y-box-binding protein 1,-0.9953141647,20.93992026,0.0001236358909,0.004590132494,Down
P62962,Pfn1,Profilin-1,-0.4830912717,25.32770823,0.0005369791035,0.009481615661,Not_sig
P62983,Rps27a,Ubiquitin-40S ribosomal protein S27a,-0.6642301349,20.67366651,0.0002411111825,0.006259132481,Down
P62996,Tra2b,Transformer-2 protein homolog beta,-0.6999840234,21.50651219,0.00007629534806,0.003470001606,Down
P63001,Rac1,Ras-related C3 botulinum toxin substrate 1,-0.074341071,24.47413282,0.5329081869,0.6647711276,Not_sig
P63005,Pafah1b1,Platelet-activating factor acetylhydrolase IB subunit beta,-0.05301198568,23.35291664,0.5300448835,0.6623096541,Not_sig
P63011,Rab3a,Ras-related protein Rab-3A,0.1479536859,20.9004992,0.3938470837,0.5409738678,Not_sig
P63017,Hspa8,Heat shock cognate 71 kDa protein,-0.4607390425,27.04821056,0.004637555115,0.03041854333,Not_sig
P63028,Tpt1,Translationally-controlled tumor protein,-0.05459027645,24.340835,0.3992524126,0.5448755267,Not_sig
P63037,Dnaja1,DnaJ homolog subfamily A member 1,-0.3199585164,22.19669728,0.004864207962,0.03144433363,Not_sig
P63038,Hspd1,"60 kDa heat shock protein, mitochondrial",-0.200679667,24.64281964,0.01670365573,0.06807511343,Not_sig
P63040,Cplx1,Complexin-1,0.001485906889,20.82037465,0.9944167581,0.9978088908,Not_sig
P63046,Sult4a1,Sulfotransferase 4A1,0.3281263223,21.81012541,0.003823260625,0.02725903415,Not_sig
P63054,Pcp4,Calmodulin regulator protein PCP4,-0.3845738392,21.8449379,0.1907117199,0.3348400445,Not_sig
P63073,Eif4e,Eukaryotic translation initiation factor 4E,-0.0370852013,21.92829766,0.7402430182,0.8325279772,Not_sig
P63085,Mapk1,Mitogen-activated protein kinase 1,0.1781175591,22.89054751,0.02590733891,0.09193618187,Not_sig
P63094;Q6R0H7,Gnas,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,0.2713512734,22.99839259,0.008608255278,0.0448473681,Not_sig
P63101,Ywhaz,14-3-3 protein zeta/delta,-0.1494080394,26.6404428,0.2633579165,0.4151198156,Not_sig
P63141,Kcna2,Potassium voltage-gated channel subfamily A member 2,0.365855793,21.13839431,0.00920151067,0.04685296511,Not_sig
P63143,Kcnab1,Voltage-gated potassium channel subunit beta-1,0.1556749628,20.15780206,0.2881962722,0.4362876267,Not_sig
P63158,Hmgb1,High mobility group protein B1,-0.6253036051,21.79328582,0.01203858194,0.05486148502,Not_sig
P63168,Dynll1,"Dynein light chain 1, cytoplasmic",0.2009413815,23.47168206,0.2090750297,0.3551767718,Not_sig
P63213,Gng2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,0.07418802147,26.17215791,0.4981171241,0.6362057056,Not_sig
P63216,Gng3,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3,-0.5297008195,19.73240757,0.2493910576,0.4003658288,Not_sig
P63242,Eif5a,Eukaryotic translation initiation factor 5A-1,-0.07806565706,22.17712819,0.601316035,0.7233194457,Not_sig
P63248,Pkia,cAMP-dependent protein kinase inhibitor alpha,-0.1495545916,18.47773928,0.7116600374,0.8147868213,Not_sig
P63276,Rps17,40S ribosomal protein S17,-1.105253839,22.41966616,0.0001674326921,0.005321283942,Down
P63280,Ube2i,SUMO-conjugating enzyme UBC9,-0.3731875456,22.68506582,0.008311865617,0.04408401403,Not_sig
P63321,Rala,Ras-related protein Ral-A,0.1654266017,23.15122559,0.06924104421,0.1726060972,Not_sig
P63323,Rps12,40S ribosomal protein S12,-0.6098338005,23.91152268,0.00002160209866,0.002065160632,Down
P63325,Rps10,40S ribosomal protein S10,-0.5103772732,23.76523921,0.000617861365,0.009942568065,Not_sig
P63328,Ppp3ca,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,0.2191345528,23.92946791,0.01207804439,0.05486148502,Not_sig
P67778,Phb,Prohibitin,-0.06949867898,23.72952735,0.2338498444,0.3834656111,Not_sig
P67871,Csnk2b,Casein kinase II subunit beta,-0.2602366794,21.82079596,0.0009912096624,0.01280535726,Not_sig
P67984,Rpl22,60S ribosomal protein L22,-0.6378837824,23.32922019,0.00420749305,0.02857807003,Down
P68037,Ube2l3,Ubiquitin-conjugating enzyme E2 L3,-0.07047303691,23.38461264,0.4824590911,0.6209952472,Not_sig
P68040,Rack1,Receptor of activated protein C kinase 1,-0.4611630599,23.47825732,0.0006214105041,0.009942568065,Not_sig
P68134,Acta1,"Actin, alpha skeletal muscle",0.8460747502,25.55638805,0.09889924068,0.2161089694,Not_sig
P68181,Prkacb,cAMP-dependent protein kinase catalytic subunit beta,0.1278850903,20.6123194,0.3723896963,0.5191462627,Not_sig
P68254,Ywhaq,14-3-3 protein theta,0.01566124663,22.90893996,0.8267682411,0.8907123749,Not_sig
P68368,Tuba4a,Tubulin alpha-4A chain,0.1226202434,26.54124168,0.2725658123,0.4234520714,Not_sig
P68372,Tubb4b,Tubulin beta-4B chain,-0.5458221506,24.45751909,0.05477329895,0.1480765465,Not_sig
P68404,Prkcb,Protein kinase C beta type,0.2757046177,22.03224999,0.03206889583,0.1055348173,Not_sig
P68510,Ywhah,14-3-3 protein eta,-0.1504935778,23.37312261,0.0115452415,0.05351394365,Not_sig
P69566,Ranbp9,Ran-binding protein 9,-0.1852115868,18.57337235,0.3360606555,0.4830155119,Not_sig
P70122,Sbds,Ribosome maturation protein SBDS,0.1421855754,21.95904701,0.2023227908,0.347618793,Not_sig
P70168,Kpnb1,Importin subunit beta-1,0.1687815532,22.92683382,0.05257424655,0.1445113393,Not_sig
P70175,Dlg3,Disks large homolog 3,0.4481321221,18.51691159,0.0337179872,0.1084420379,Not_sig
P70188,Kifap3,Kinesin-associated protein 3,0.1182410676,19.9864881,0.422204393,0.5653044814,Not_sig
P70202,Lxn,Latexin,-0.06593120771,23.51520151,0.5980154848,0.7204404346,Not_sig
P70227,Itpr3,"Inositol 1,4,5-trisphosphate receptor type 3",0.3509232201,22.63544993,0.005933512568,0.03506916856,Not_sig
P70232,Chl1,Neural cell adhesion molecule L1-like protein,0.4070870373,21.94910282,0.01295299893,0.05752876643,Not_sig
P70236,Map2k6,Dual specificity mitogen-activated protein kinase kinase 6,0.3675406114,23.01790466,0.002162674799,0.0195509892,Not_sig
P70261,Pald1,Paladin,0.4843758082,19.65263769,0.02145699018,0.0815767016,Not_sig
P70265,Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",0.6625644859,16.71000597,0.3228930465,0.4707777853,Not_sig
P70268,Pkn1,Serine/threonine-protein kinase N1,-0.08647107911,18.85156952,0.518045801,0.6518615146,Not_sig
P70271,Pdlim4,PDZ and LIM domain protein 4,0.0489090996,20.74724317,0.7689477489,0.8494910293,Not_sig
P70274,Selenop,Selenoprotein P,-0.07136740033,18.64586915,0.739027679,0.8321677987,Not_sig
P70280,Vamp7,Vesicle-associated membrane protein 7,-0.1234401424,19.17235936,0.5663152808,0.6958835584,Not_sig
P70288,Hdac2,Histone deacetylase 2,-0.2016977648,19.04927956,0.2471879179,0.3979985676,Not_sig
P70290,Mpp1,55 kDa erythrocyte membrane protein,-0.3147650561,23.04304432,0.009534193589,0.04778342894,Not_sig
P70295,Aup1,Lipid droplet-regulating VLDL assembly factor AUP1,0.4813335432,18.16245216,0.08274158095,0.1922952229,Not_sig
P70296,Pebp1,Phosphatidylethanolamine-binding protein 1,-0.1399185104,26.59396993,0.1289566106,0.2572405211,Not_sig
P70297,Stam,Signal transducing adapter molecule 1,-0.06062741568,20.88088892,0.5070014327,0.6424882198,Not_sig
P70302,Stim1,Stromal interaction molecule 1,0.2852125634,20.67933443,0.04275261956,0.1258006083,Not_sig
P70303,Ctps2,CTP synthase 2,-0.009248436646,20.68974223,0.9211442013,0.9558902105,Not_sig
P70333,Hnrnph2,Heterogeneous nuclear ribonucleoprotein H2,-0.3548435707,22.81514666,0.005669642716,0.03430492681,Not_sig
P70335,Rock1,Rho-associated protein kinase 1,-0.09666503367,18.95932896,0.4669369954,0.6067166396,Not_sig
P70336,Rock2,Rho-associated protein kinase 2,0.2075594364,20.70470034,0.04898206782,0.1384386012,Not_sig
P70345,Bcl2l2,Bcl-2-like protein 2,0.2900742541,19.06461036,0.1873245705,0.3307645107,Not_sig
P70349,Hint1,Histidine triad nucleotide-binding protein 1,0.02628232216,24.64172035,0.7669958292,0.8487809783,Not_sig
P70362,Ufd1,Ubiquitin recognition factor in ER-associated degradation protein 1,-0.157356052,22.34794831,0.0537798234,0.1465122112,Not_sig
P70372,Elavl1,ELAV-like protein 1,-0.3339011135,22.51847163,0.0007259134029,0.01088585432,Not_sig
P70398,Usp9x,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,0.1843288838,21.7359653,0.04790163263,0.1369276917,Not_sig
P70399,Tp53bp1,TP53-binding protein 1,-1.626622244,17.44357099,0.02748473111,0.09485705034,Not_sig
P70402,Mybph,Myosin-binding protein H,0.779995069,22.0164654,0.1814808636,0.3231306594,Not_sig
P70404,Idh3g,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",0.1187121587,22.94835428,0.4414215773,0.583879665,Not_sig
P70425,Rit2,GTP-binding protein Rit2,0.04035831808,18.4055506,0.8506744024,0.9070540534,Not_sig
P70429,Evl,Ena/VASP-like protein,0.5206420094,22.81324998,0.06731656481,0.169337712,Not_sig
P70441,Slc9a3r1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,-0.3238205971,22.74327317,0.01466921782,0.06212346258,Not_sig
P70452,Stx4,Syntaxin-4,0.2040275274,20.51430817,0.08227053408,0.1918350594,Not_sig
P70460,Vasp,Vasodilator-stimulated phosphoprotein,-0.4887617349,20.12719079,0.0003454654923,0.007612254813,Not_sig
P70663,Sparcl1,SPARC-like protein 1,-0.1529261343,19.10579919,0.2152189008,0.3622346288,Not_sig
P70670,Naca,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.08924741755,23.52704592,0.7209346743,0.8208970347,Not_sig
P70671,Irf3,Interferon regulatory factor 3,0.1390607431,17.98260694,0.5063636077,0.6421595017,Not_sig
P70677,Casp3,Caspase-3,-0.8436640622,19.08201965,0.0007773560707,0.01138930887,Down
P70695,Fbp2,"Fructose-1,6-bisphosphatase isozyme 2",0.658246878,20.3160515,0.00492731364,0.03172061845,Up
P70697,Urod,Uroporphyrinogen decarboxylase,-0.5161653772,20.25705591,0.0004956311754,0.009117726974,Not_sig
P70698,Ctps1,CTP synthase 1,-0.2085783704,20.59434094,0.02998278463,0.101195206,Not_sig
P70699,Gaa,Lysosomal alpha-glucosidase,-0.4096231215,22.0197247,0.001825577123,0.01778930589,Not_sig
P70704,Atp8a1,Phospholipid-transporting ATPase IA,0.2867673663,20.62238797,0.01352676281,0.05919954006,Not_sig
P80313,Cct7,T-complex protein 1 subunit eta,-0.1518433467,23.53177567,0.02779508847,0.09558311,Not_sig
P80314,Cct2,T-complex protein 1 subunit beta,-0.3065744595,23.76995953,0.0008280563238,0.0117269037,Not_sig
P80315,Cct4,T-complex protein 1 subunit delta,-0.0627658128,23.74735138,0.4458872033,0.5879560915,Not_sig
P80316,Cct5,T-complex protein 1 subunit epsilon,-0.2126530963,23.4490523,0.003926878438,0.02770550396,Not_sig
P80317,Cct6a,T-complex protein 1 subunit zeta,-0.2348017703,23.21827558,0.0007198440215,0.01083733676,Not_sig
P80318,Cct3,T-complex protein 1 subunit gamma,-0.2710758914,24.14974785,0.003045734156,0.02416366683,Not_sig
P81117,Nucb2,Nucleobindin-2,-0.4852119284,19.35136904,0.005568089047,0.03412239185,Not_sig
P82198,Tgfbi,Transforming growth factor-beta-induced protein ig-h3,-0.165496548,24.50583031,0.08112270541,0.1904520417,Not_sig
P82343,Renbp,N-acylglucosamine 2-epimerase,0.1265639516,19.57019583,0.5016049459,0.6389531356,Not_sig
P82347,Sgcd,Delta-sarcoglycan,0.438953141,23.26214206,0.0005765884742,0.00976516346,Not_sig
P82349,Sgcb,Beta-sarcoglycan,0.4011132666,21.03657919,0.0115440829,0.05351394365,Not_sig
P82350,Sgca,Alpha-sarcoglycan,1.694980648,17.68173941,0.09490495232,0.2098996748,Not_sig
P83093,Stim2,Stromal interaction molecule 2,-0.9680407119,17.86547824,0.2708270599,0.421506991,Not_sig
P83741,Wnk1,Serine/threonine-protein kinase WNK1,-0.04262402362,19.66894705,0.7063170167,0.8110979795,Not_sig
P83877,Txnl4a,Thioredoxin-like protein 4A,-0.5715890748,19.67210215,0.006720481475,0.03841423193,Not_sig
P83917,Cbx1,Chromobox protein homolog 1,-0.4175892353,19.65306462,0.02083262869,0.07981974419,Not_sig
P83940,Eloc,Elongin-C,0.06913172039,22.3328884,0.5702229932,0.699440008,Not_sig
P84091,Ap2m1,AP-2 complex subunit mu,0.04322393867,23.32156753,0.468807678,0.6083205161,Not_sig
P84096,Rhog,Rho-related GTP-binding protein RhoG,-0.04701526795,21.55037103,0.4368477318,0.5804369239,Not_sig
P84099,Rpl19,60S ribosomal protein L19,-0.6771215725,22.8914992,0.001060904624,0.01326141911,Down
P84104,Srsf3,Serine/arginine-rich splicing factor 3,-0.9492978697,22.79761526,0.000734258173,0.01096798146,Down
P85094,Isoc2a,Isochorismatase domain-containing protein 2A,0.1523247728,21.59055801,0.2121937955,0.3585634441,Not_sig
P97290,Serping1,Plasma protease C1 inhibitor,0.1487283233,21.13050458,0.1557053136,0.2897406905,Not_sig
P97298,Serpinf1,Pigment epithelium-derived factor,0.05214288019,21.47001947,0.7109170033,0.8141798804,Not_sig
P97300,Nptn,Neuroplastin,0.3329487317,21.50580219,0.004375153177,0.02935190482,Not_sig
P97314,Csrp2,Cysteine and glycine-rich protein 2,0.3170822169,18.43563286,0.1078551361,0.2292549628,Not_sig
P97315,Csrp1,Cysteine and glycine-rich protein 1,0.2432604525,23.369776,0.06867209029,0.171635342,Not_sig
P97333,Nrp1,Neuropilin-1,-0.2697768934,16.79916704,0.3064254921,0.4559420552,Not_sig
P97346,Nxn,Nucleoredoxin,0.1495372891,19.26511431,0.1987686606,0.3433113631,Not_sig
P97351,Rps3a,40S ribosomal protein S3a,-0.6131288495,22.98059689,0.00003262390332,0.002353845402,Down
P97352,S100a13,Protein S100-A13,-0.4345142613,20.71408729,0.01012650563,0.04964584299,Not_sig
P97355,Sms,Spermine synthase,0.4504025152,20.98567644,0.003614458206,0.02673498556,Not_sig
P97363,Sptlc2,Serine palmitoyltransferase 2,-0.3881660501,17.7978917,0.05394179,0.1465122112,Not_sig
P97366,Evi5,Ecotropic viral integration site 5 protein,0.3222793669,18.08458427,0.05854767972,0.1554766162,Not_sig
P97370,Atp1b3,Sodium/potassium-transporting ATPase subunit beta-3,0.2782448629,24.66451611,0.005258945333,0.03307599828,Not_sig
P97371,Psme1,Proteasome activator complex subunit 1,-0.3717740428,23.2053633,0.0006013794374,0.009942568065,Not_sig
P97376,Frg1,Protein FRG1,-0.8763020178,18.72763478,0.0001833247225,0.005549379155,Down
P97379,G3bp2,Ras GTPase-activating protein-binding protein 2,-0.6106685239,20.70032009,0.001493545827,0.01595340571,Down
P97384,Anxa11,Annexin A11,0.2368993679,22.34480018,0.001427981357,0.01544009574,Not_sig
P97390,Vps45,Vacuolar protein sorting-associated protein 45,0.1108777456,19.99140469,0.2384643457,0.3895291149,Not_sig
P97393,Arhgap5,Rho GTPase-activating protein 5,0.5291555757,18.33995619,0.07123817034,0.1759785293,Not_sig
P97427,Crmp1,Dihydropyrimidinase-related protein 1,0.3115347427,23.15706022,0.004020295045,0.02797717025,Not_sig
P97429,Anxa4,Annexin A4,0.1338960536,22.71348679,0.06841051839,0.1713805642,Not_sig
P97434,Mprip,Myosin phosphatase Rho-interacting protein,0.1578372373,20.82018046,0.1041755046,0.2236760974,Not_sig
P97443,Smyd1,Histone-lysine N-methyltransferase Smyd1,0.9166234305,20.98209303,0.03179794926,0.1048782696,Not_sig
P97447,Fhl1,Four and a half LIM domains protein 1,0.5238553475,25.13359797,0.007006388315,0.03952816557,Not_sig
P97449,Anpep,Aminopeptidase N,0.2886025396,21.29622327,0.01879232861,0.07378109856,Not_sig
P97450,Atp5pf,"ATP synthase-coupling factor 6, mitochondrial",-0.03637679697,24.98942002,0.6271547909,0.7445637754,Not_sig
P97457,Mylpf,"Myosin regulatory light chain 2, skeletal muscle isoform",0.514034322,27.84061064,0.164919471,0.3011709919,Not_sig
P97471,Smad4,Mothers against decapentaplegic homolog 4,0.04653849988,17.52206685,0.8573696352,0.9088505333,Not_sig
P97479,Myo7a,Unconventional myosin-VIIa,0.7336927598,18.21423849,0.04916252617,0.1385390568,Not_sig
P97493,Txn2,"Thioredoxin, mitochondrial",-0.2484696684,19.28355248,0.3432676873,0.4914676223,Not_sig
P97494,Gclc,Glutamate--cysteine ligase catalytic subunit,0.01745910578,20.5808202,0.8766509053,0.9217941114,Not_sig
P97742,Cpt1a,"Carnitine O-palmitoyltransferase 1, liver isoform",0.1068221516,21.27160764,0.2759205415,0.425108844,Not_sig
P97765,Wbp2,WW domain-binding protein 2,0.1264427088,20.71633901,0.4601048221,0.6004917542,Not_sig
P97770,Thumpd3,THUMP domain-containing protein 3,0.05892343511,18.85648244,0.6504508486,0.7655660342,Not_sig
P97797,Sirpa,Tyrosine-protein phosphatase non-receptor type substrate 1,0.2946070867,20.04479694,0.02261274989,0.0841978146,Not_sig
P97807,Fh,"Fumarate hydratase, mitochondrial",0.1486311685,23.7582081,0.277320165,0.4264297232,Not_sig
P97820,Map4k4,Mitogen-activated protein kinase kinase kinase kinase 4,-0.3973859155,18.93148305,0.09243773798,0.2066193232,Not_sig
P97821,Ctsc,Dipeptidyl peptidase 1,-0.5051191312,19.92072676,0.00409141947,0.02808902702,Not_sig
P97822,Anp32e,Acidic leucine-rich nuclear phosphoprotein 32 family member E,-0.6822436209,21.6984978,0.000008440545871,0.001195431386,Down
P97823,Lypla1,Acyl-protein thioesterase 1,0.1697697822,22.44236558,0.05630082615,0.1512961063,Not_sig
P97825,Jpt1,Jupiter microtubule associated homolog 1,-0.472611204,20.53562068,0.05388596002,0.1465122112,Not_sig
P97855,G3bp1,Ras GTPase-activating protein-binding protein 1,-0.4963158768,20.95246796,0.0001959805475,0.005634809124,Not_sig
P97872,Fmo5,Flavin-containing monooxygenase 5,0.2117130915,19.73814821,0.2483151139,0.3994770701,Not_sig
P97927,Lama4,Laminin subunit alpha-4,0.3721157353,24.43405884,0.01789085279,0.07156341118,Not_sig
P97930,Dtymk,Thymidylate kinase,-1.112557699,18.54142737,0.119525466,0.24520675,Not_sig
P98078,Dab2,Disabled homolog 2,-0.4018079731,20.10822866,0.01345920252,0.05909068938,Not_sig
P98200,Atp8a2,Phospholipid-transporting ATPase IB,0.1365972016,18.99832902,0.5650043084,0.6947191238,Not_sig
P98203,Arvcf,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,0.07329962711,20.26143516,0.4080484933,0.551282837,Not_sig
P99024,Tubb5,Tubulin beta-5 chain,-0.1559592279,27.43320781,0.3770928233,0.5236031068,Not_sig
