Genes,log2FC(S2/P1),q value
EEF2KMT,1.938226161,0.003442672
RAB43,2.152535982,0.003442672
ZG16,-1.651757912,0.003442672
ANAPC13,2.083181039,0.003442672
PHYKPL,0.967489942,0.003442672
DDX19B,3.24376298,0.003442672
XRN2,-1.098522974,0.003442672
PREB,-0.525885953,0.003442672
MIA2,-0.281213398,0.003450455
DENR,-6.243062696,0.003455011
KNG2,0.459774246,0.003458092
CYBC1,-3.876687186,0.003458877
LRRC14,2.458505462,0.003458877
IRF2BP2,-5.48030996,0.003463692
RAD50,-1.035756629,0.003464809
MYL12B,2.263938004,0.003464809
LGALS4,-1.169109525,0.003465246
DCTPP1,0.954050109,0.003467435
MACROD1,1.10166511,0.003469019
PPP1R12A,-0.9966548,0.003469019
NES,-1.505904426,0.003470821
FNTB,0.603485663,0.003474546
COMP,-4.916662464,0.003479354
HDDC3,2.986558905,0.003479964
COL6A6,-1.226208983,0.003480542
PLCB4,-2.472816234,0.003480542
FXR2,-0.637231618,0.003480542
GNL3,-1.072529136,0.003483884
PLA2G4F,3.022218693,0.003485965
HADH,-0.393757617,0.003491214
KRTAP16-1,-1.905541914,0.00349627
MDN1,-3.398359716,0.003496965
CBS,2.18893437,0.003496965
PNPO,1.125472325,0.003496965
VTI1A,-2.97568452,0.003499475
CACNA2D2,1.100943797,0.003499475
THYN1,-0.918963893,0.003499475
CCT4,0.894459073,0.003504014
MRTO4,-1.458227298,0.003504014
SIN3A,-1.576128057,0.003511601
HYOU1,0.844048696,0.003512216
RBM20,1.376572056,0.003514723
TIAL1,-0.993272687,0.003516036
CD248,0.632031938,0.003519304
ITGA5,-0.847484275,0.003522034
SOS1,-0.435918509,0.003525236
MAN1A2,-0.81420577,0.003525772
EXOSC1,-1.701327135,0.003525772
PHKG2,1.555782427,0.003525772
SENP3,-0.565553836,0.003525772
5430402E10RIK;GM14744,1.589038208,0.003527875
MCCC2,-2.726535051,0.003532416
SNRPC,-0.873869469,0.003539975
MYBPC2,-1.028379173,0.003544636
UBR1,1.456764633,0.003544783
SEC61G,2.052377312,0.003546661
SARG,-1.644296688,0.003546661
DNAJC3,-3.945220552,0.003546661
NDUFB3,-2.387939307,0.003551528
RNF25,0.85250017,0.003551528
MRPL38,-0.669342585,0.003554405
AKR1C18,0.573247822,0.003555716
ELOVL1,-1.214051898,0.003557776
SPAG1,-1.753586639,0.003558062
RASSF4,0.824481087,0.003558719
PDGFRA,-1.605250662,0.003559458
ACTBL2,2.57963051,0.003559458
CHAC2,1.754141744,0.003572615
CD44,1.016538414,0.003576347
SELENOT,-0.468357245,0.003584136
RPL35,-2.950957511,0.003584136
HNRNPA0,-0.940221523,0.003584136
ASCC1,-2.017450079,0.003584136
CEP170,0.756963936,0.003596273
WASHC4,-1.066161562,0.003598917
MAP3K7,3.414316358,0.003601855
UBAP1,0.630228805,0.003601855
TRAPPC2,0.872599988,0.003601855
RPS11,-3.006972811,0.003609668
ECI1,-1.186152722,0.003610076
CERS3,-2.470095212,0.003610833
TTC27,0.89304568,0.003610833
SH3PXD2B,-0.942208448,0.003613527
ANGPTL7,-1.836929592,0.003621967
LRRC20,1.805625944,0.003622407
UBR2,0.711848969,0.00362258
UNC45A,-0.62147497,0.00362258
ATP5PF,1.39780007,0.003627438
SCGB1B27,1.829746016,0.003627438
IGFALS,1.627746611,0.003630881
CDC23,3.980023112,0.00363893
WDR45B,-1.776114392,0.00363893
AXL,0.634399288,0.003643019
RAB24,1.267096697,0.003643185
RAB27B,-0.587483109,0.003647032
DPM1,-1.807257304,0.003648609
FBXL8,2.814686897,0.003650882
PELP1,-0.502062899,0.003650882
EXOC2,-1.262186358,0.003660969
Q8BH50,1.532216717,0.003662791
RCOR1,-2.191646198,0.003662791
BAG5,0.674564225,0.003662791
RPF2,-0.472481694,0.003662791
GLA,0.815967029,0.003666087
GALNS,0.740793376,0.003666087
QDPR,1.177193975,0.003666087
RNGTT,-1.476831018,0.003667629
RMC1,-1.542611324,0.003667629
UBQLN4,0.886429517,0.003675073
HEXIM1,-0.765195377,0.003688847
ELAVL2;ELAVL3;ELAVL4,1.809758571,0.00369451
LGMN,-0.670596713,0.003708484
IGHV1-9,0.659777319,0.003708767
SRPK2,-0.4394151,0.003708767
RAB8A,-1.048668988,0.003708767
TRMT44,3.394724231,0.003715696
EXOSC9,-1.949019782,0.003715696
RRS1,-0.74826929,0.003717978
CORO6,-2.579397708,0.003724685
TPK1,1.294518247,0.003726066
LZIC,1.324093516,0.003746205
FTH1,0.798137902,0.003750952
SAMD4B,1.671948562,0.003758936
MRPS35,-3.572212964,0.003758936
POLDIP2,-0.707394409,0.003758936
CPA3,-6.269026162,0.003763222
TIMM29,-0.513546341,0.003770361
VPS16,-2.925978855,0.003770361
TRADD,-0.810459183,0.003774765
GSDMA,0.595461131,0.00377588
PSMB5,-1.142345627,0.003784758
CTF1,2.139726164,0.003784758
RGCC,0.661067244,0.003785382
DDC,3.076084746,0.003785939
CAPN1,-0.656126752,0.00379914
MRPL14,-2.135857074,0.00379914
MRPS26,-1.505182131,0.00379965
PNPLA2,-2.046590727,0.00379965
APOB,0.513692035,0.003803228
KRT80,-1.26312606,0.003803627
ADD2,-1.380921536,0.003803627
SNRPA,-1.552793071,0.003809445
DHRS4,-1.674440113,0.003809445
ACSS2,1.333216545,0.003810207
NUP88,-0.886185674,0.003814292
PNPT1,-0.737139207,0.003825249
LRRC57,-0.897188423,0.003828251
LIG3,-0.458384143,0.003832674
H1F10,-0.767347092,0.003832674
CA5B,3.006336106,0.003832674
NUMBL,1.275661959,0.003835952
ATP6V1A,1.243844468,0.003836388
RNASEL,1.463759977,0.00384279
GFOD1,-1.195111136,0.00384279
RPL14,-2.063357647,0.00384279
INTS9,-1.311259641,0.00385456
ADHFE1,1.124475415,0.003854796
FBXO7,2.706705965,0.003857621
LAMA3,-0.981302514,0.003857621
NDUFA5,-1.055497149,0.003857621
CSNK1D,-0.640129573,0.003857621
PSMG4,3.35101562,0.003857651
PPIC,1.390818564,0.003857651
NDUFS1,-0.898890923,0.003857651
DPP7,1.405573067,0.003857651
DNAJC7,-0.764823821,0.003857651
FCGBP,1.302476826,0.003862305
NOL11,-1.3418856,0.003862305
WARS1,0.814325747,0.003862675
CRBN,1.424242085,0.003862894
BCAT1,1.050319954,0.003863059
AKR7A2,1.537556856,0.003883432
ADPGK,2.629366747,0.003883432
SULT5A1,0.698973554,0.003883432
PIP4K2B,-1.087950319,0.003891375
TMPRSS11E,-1.097310308,0.003894761
POLR2G,-2.896986202,0.003901793
FLRT2,0.202544824,0.003909373
HAT1,0.790140309,0.003914838
Q8C5K5,2.359304175,0.003914838
PRPF39,0.541426998,0.003914838
METTL7A1,-3.653754133,0.003915085
PLOD1,1.266279236,0.003915085
RPL10A,-2.096340695,0.003915306
GAP43,1.094577247,0.003915445
RAB31,-0.785992576,0.003921602
CASQ2,-1.837127404,0.003922755
IPO8,1.156130203,0.003922755
TMEM214,-0.884519106,0.003922755
MBD2,-1.244692509,0.003930827
BRIX1,-2.809141006,0.00393311
PHLDA3,-1.885228914,0.003936526
RILP,1.137159527,0.003945342
ANK2,-0.578187938,0.003945342
VPS29,2.566190405,0.003945342
PRPS1,1.839349513,0.003950056
GALK2,1.487519912,0.003958953
DNASE1L2,1.497084979,0.003960093
UFSP1,0.370784858,0.003966035
DDAH1,1.551943637,0.003966499
ASNS,1.457059917,0.003972855
RBM42,-1.199078309,0.003972855
TBL2,-4.249642971,0.003972855
EIF5B,-2.066852057,0.003977143
CTH,1.537410521,0.003977143
ATP5MPL,-6.22461914,0.003981099
SRP72,-1.934682533,0.0039819
PM20D2,2.374044442,0.003984564
STXBP6,-2.660248441,0.003984564
FBLN5,-5.137469619,0.003984564
GDPGP1,0.165701154,0.003990171
LYRM7,1.12726591,0.004005233
SPRR1B,2.56034446,0.004013716
PACSIN2,-0.870968654,0.00401391
DNAJA3,-4.201305227,0.004019926
NAT9,0.403650475,0.004039015
ZEB2,-0.947093661,0.004039384
STAT3,0.664476742,0.004044358
SMAD1;SMAD5,-1.698868628,0.004044358
SCFD2,-2.004047776,0.004045573
TYW5,0.423198961,0.004046701
TCEAL3,1.389146097,0.004052308
PRRX1,-0.246611174,0.00405754
HNRNPA1,-0.647123851,0.004059199
METTL2,2.110630903,0.004062438
EFEMP1,0.597968437,0.004073311
EEF1A2,-0.941039494,0.004073869
STIP1,0.850481856,0.004073869
ALMS1,1.71510705,0.004073869
AQP5,-5.327244513,0.004073869
ARMH3,-3.371773877,0.004077735
USP3,-1.421556024,0.004078736
SERPINA3J,-2.451923175,0.004092092
TIA1,-2.181833696,0.004092092
PAIP1,4.5739476,0.004092092
ZFYVE1,0.696300676,0.004098559
MAP3K19,-4.993964675,0.004101951
NUDT19,1.049585635,0.004101951
OCRL,1.121212976,0.004101951
THOC5,-3.987125668,0.004101951
TMEM87A,2.512758268,0.004101951
SMARCA5,-2.798099995,0.004101951
SERHL,-1.405400784,0.004109216
MFAP1A;MFAP1B,-1.295450335,0.004110733
CTSA,2.090590667,0.004125042
GOLGB1,1.077415723,0.004129107
NLRP10,-2.488168605,0.004140762
IFT27,1.145212372,0.00415028
AP1S2,-1.49312927,0.004151595
SLC28A3,-3.529036072,0.004156029
RPL27A,-3.142364765,0.004162933
ORM2,1.473451368,0.004173755
RPL37A,-1.955321522,0.004190561
IL36G,3.329300375,0.004190561
SMS,1.808041389,0.004191179
BMS1,-1.473651564,0.004191179
INPP1,1.784715572,0.004196553
TFG,1.296356381,0.004196739
THOC1,-0.563737114,0.004203436
FAM114A1,0.534691816,0.004203436
CCDC50,-1.609309293,0.004207196
ACSF2,1.191219577,0.004229868
STARD5,1.796089793,0.004238408
PSME2,1.266507067,0.004238413
RPL32-PS,-1.678581607,0.0042424
ATP6V1B2,1.018575962,0.004249893
AP4B1,1.041806399,0.004251252
UBE2R2,-1.167541147,0.004251362
ANKRD13A,0.748126742,0.004251362
FUT11,1.509099741,0.004252653
MSN,-0.813421965,0.004256501
IFT22,1.548766272,0.004262172
NUDT2,2.073508911,0.0042667
BLTP2,-2.898833744,0.0042667
REXO1,-2.790639729,0.0042667
ACBD3,-1.353427987,0.0042667
AKR1C13,2.081218486,0.0042667
SGCD,-2.498306925,0.0042747
ZFAND1,1.252710834,0.004276679
CTNND1,-1.105015764,0.004278196
GTF2F1,-3.377401275,0.004283115
AOX4,-1.56774257,0.004287262
IWS1,-0.590887536,0.004287262
OTUB2,1.0794918,0.004288938
CDV3,0.926020536,0.00429762
ALDH4A1,0.817233952,0.00429762
SDHB,-0.826432412,0.00429762
Q9D727,3.404510578,0.004298887
KRT17,-2.89848298,0.004309102
NFATC2,-1.102423531,0.004311507
COA3,-1.09895165,0.004313821
PLIN3,0.611787812,0.004321314
CFAP157,2.104129681,0.004329383
FGGY,2.224816324,0.004331038
PTK2,-1.342133603,0.004340121
SLC25A35,-2.439620294,0.004340121
DGLUCY,1.343102169,0.004341955
RBM17,-1.277520937,0.004349468
PSMD8,1.449223401,0.004349468
HTRA2,-1.267338636,0.004349468
SERPINB11,-3.068303283,0.004349607
RHOT1,3.093224891,0.004360174
SH3BGRL2,1.384726817,0.004389189
FAM91A1,0.983267975,0.00441134
EIF2B4,0.584243207,0.00441134
GOLGA7,-0.726945094,0.00441134
DPH1,1.244621489,0.004423618
MYL6B,-1.610118533,0.004423618
GALT,3.593110676,0.004423762
CACNB1,-1.388963293,0.004427418
DDRGK1,-4.343483979,0.00443358
TAF6,1.216342941,0.004434069
BLTP3B,-0.90863249,0.004437324
DNM2,-0.889299164,0.004437324
MAPK3,0.768823135,0.004442108
KHSRP,-0.985102614,0.004442332
PEX7,0.67683399,0.004451672
RAB18,-0.764035048,0.004458816
KRT85,-2.176672118,0.004458816
ROR2,-1.742095423,0.004459424
C6,1.840652894,0.004464049
SWI5,3.464120793,0.004466542
RAB14,0.523358547,0.004467952
Q9CWU4,-2.255056814,0.004469088
CASP3,0.577709391,0.004495591
GPC1,-1.024918037,0.004523327
EMILIN1,-1.452158805,0.004529787
ATP13A1,-1.333245865,0.004535592
DNAJC13,-0.995599354,0.004592084
SLAIN2,-1.870289272,0.004594572
HCCS,-2.51671454,0.00459706
KLK8,-3.45189165,0.004607136
OTULIN,1.381919718,0.004612716
ATP6V1E1,0.607751172,0.004613109
LMF2,-2.466155982,0.004613109
ILF2,-1.167128088,0.004613109
CNOT10,-5.44464292,0.004640334
EMC8,-0.997461212,0.004651942
TST,0.884950181,0.004651942
TBC1D2B,-1.151761353,0.004651942
CHCHD6,-0.587660283,0.004651942
MICAL1,0.629659507,0.004656433
ITLN1,-2.764780455,0.004692231
SRSF9,-2.757518089,0.004692231
SART1,-0.734639758,0.004692231
DHCR24,1.816290756,0.00469492
CDKN1B,0.851947742,0.004697273
XYLB,2.066374752,0.004697273
RAB3GAP1,-1.28300471,0.004697273
TGFBI,-0.300104646,0.004712111
SLC25A20,-2.745978394,0.004729468
ABI3BP,-0.933503406,0.004747849
HACL1,1.585871301,0.004748336
ABCF2,-3.118628028,0.004753818
WDR18,-0.397833226,0.004759998
GSDME,2.769120223,0.004763126
IGKV1-110;IGKV1-117;IGKV1-88;IGKV1-99,0.727317269,0.004770237
GM3839,5.109652756,0.004776819
MRPL43,-0.274454085,0.004779772
FRG1,-0.948403858,0.004781272
CD74,-1.116523148,0.004784443
OSBPL1A,1.024639272,0.004789566
BCAS2,-3.359776158,0.004791557
PARK7,1.436566517,0.004795025
MYG1,1.017093245,0.004806877
CHD4,-3.558362294,0.004808953
PDP1,-1.022270648,0.004812528
PPP2R5E,-0.813836692,0.004812528
MMGT1,-1.783663082,0.004812528
FUOM,3.525196975,0.004812528
PITHD1,0.876949421,0.004820073
UGT2B1,-4.774887356,0.004849955
UBE2D3,2.172527928,0.004851379
NDUFB6,-1.889700655,0.004888962
GIPC2,3.425491366,0.00490199
RPL32,-2.16694903,0.00492059
ZNRF2,1.400190617,0.00492059
PSMG1,2.928822507,0.00492059
REEP3,-1.038030459,0.004922921
DMD,-1.287909826,0.004929973
PTAR1,3.485319106,0.004938579
COL1A2,-1.689274944,0.004941914
RNF114,0.955639871,0.00494493
PDCD4,-0.388694764,0.004949947
COL11A2,-4.877736456,0.004960195
PRR9,4.352825839,0.004960195
POMP,2.005840412,0.004960195
STARD10,1.159444837,0.004974163
FMO1,1.24972784,0.004983479
SNAP23,-0.821249687,0.00498427
SNX12,-1.196263639,0.004993131
ORM1,7.646048821,0.005020595
ABHD4,-1.531346896,0.005020828
PCYT1A,-0.736259722,0.005021902
CLINT1,-1.082042499,0.005024465
MAN2A1,-1.974886647,0.005051279
SMC3,-0.404289224,0.005051279
TBCD,0.748518864,0.005051773
VPS41,-1.595789171,0.005065045
SPART,-0.40836004,0.005065197
PRKAR2A,0.494295597,0.005065551
WDR26,2.506376943,0.005069181
RPL3L,-3.280454655,0.005082338
EWSR1,-1.68368195,0.005090027
CCT5,0.348760794,0.005106309
IRF2BPL,-2.89219661,0.005122797
HS1BP3,1.092995188,0.005131567
KATNA1,-3.295838194,0.005131581
POGLUT1,-0.420288149,0.005142683
MRPS18A,-2.996863435,0.005147933
NOP16,-3.509755839,0.005160256
SELENOS,-3.374320499,0.00516266
SHPK,4.531450914,0.005191151
KRT33B,-5.082516608,0.005212342
MYH7B,-2.833278809,0.005220529
WBP11,-2.520862899,0.005231987
MINK1,-4.503075537,0.005233813
YAP1,-0.944682938,0.005240886
TPM1,-2.090294842,0.005249994
KRT31,-1.558637331,0.00525121
FILIP1,-1.776149377,0.00526752
PARVB,-1.970165107,0.005281532
MECR,-0.507276279,0.005301723
STAT1,0.932796832,0.00533818
SNCG,1.58249902,0.005344144
DEK,-2.819889021,0.00534733
MICOS13,-3.58568182,0.00534733
EXOC8,-4.557352286,0.005352144
DNAJB4,-0.773939242,0.005352144
GSTK1,-0.575777599,0.005352144
PRDX4,1.486376092,0.005352911
SH3GL3,-2.885491049,0.005352916
IARS1,0.604264278,0.005358342
DCPP1,-3.044368297,0.005361783
RPL38,-1.724225495,0.00536753
OSBP,0.474713388,0.005414555
SERPINA3B,-1.787767375,0.005428144
ANXA1,-0.87081845,0.005442507
RABGAP1,0.659958337,0.005443028
TH,1.248158407,0.005450167
POLD1,-2.233362671,0.005452447
NONO,-1.819346223,0.005466807
PDGFRB,-0.720100175,0.005514082
ACADM,-0.955882448,0.005514082
ATP5IF1,-2.195005492,0.005548553
SLX9,-0.936432043,0.005553558
GULP1,-1.911115215,0.005567387
MCAT,-3.568460215,0.005567387
CNN1,-1.317682855,0.005582861
ENOPH1,1.191067653,0.005592831
TPM3,-1.122178551,0.005592851
PUS10,2.833962331,0.005592851
METTL27,0.481440483,0.005601658
JUP,-1.38960929,0.005604131
API5,-1.811833269,0.005616738
CDK11B,-2.28667806,0.005662806
SRP68,-0.784655764,0.005690126
Q91Z58,-0.774693619,0.005690126
TMEM100,-2.286417998,0.005690126
POGLUT2,-2.417304833,0.005690126
MYH13,-2.887008559,0.005693759
NARS1,1.043684681,0.005693759
JAK1,-1.922996473,0.005709128
SLC29A1,-2.415680484,0.005710623
GPLD1,0.778445358,0.005713812
LHPP,2.020165902,0.005716
PYGM,1.131252064,0.005737672
TRIT1,1.828590162,0.005741597
TXN2,1.573838627,0.005745622
ANXA7,-0.76346187,0.005745622
POLDIP3,-3.424151132,0.005745622
RHOJ,2.843391835,0.005745622
LSM1,0.429932028,0.005767771
PSMB2,-0.917367464,0.005790779
FDXR,-0.918962502,0.005809085
CD99,1.480491729,0.005809085
LIMS1,-1.132618649,0.005809085
TIMM50,-2.111833666,0.005857303
COX5B,-0.73638205,0.005864493
SKT,-1.373550057,0.005866789
NDUFV2,1.988454978,0.005872547
DFFA,1.395458298,0.005873465
RGN,3.102708875,0.005873465
PRRC1,0.726480361,0.005876997
NDUFAF2,-1.290652204,0.005876997
CWC15,-1.8511281,0.00587736
BPIFB9A,0.993908831,0.005879863
VPS18,-1.464765696,0.005885258
CAPN5,-1.129397977,0.00590141
PGGT1B,3.21602214,0.005933192
GFPT1,1.304211408,0.005958242
RARRES1,-2.069979762,0.005972215
PI16,1.355315863,0.005977865
CD9,0.984167183,0.005978055
ABCF3,0.69505378,0.005992257
NSFL1C,0.697470486,0.005994615
SEC22B,-1.211743825,0.005998791
MAP4K5,-0.852055179,0.005998791
COL4A2,-0.7022922,0.006006057
HCFC1,-2.548875248,0.006012314
MICALL1,-0.958840235,0.006017274
GAA,2.419324519,0.006017307
PRKACB,0.768757632,0.006032571
GTF2F2,-1.99433442,0.006037497
RPL36A,-5.242959658,0.006039518
SMYD5,3.123867868,0.006045142
TRAPPC9,-1.080992685,0.006052569
IQGAP2,-1.261612829,0.006052963
NDUFB11,-1.535390272,0.006063934
APOO,-2.066301877,0.006071955
CMTM5,-2.888379857,0.006072022
CENPV,-3.182453167,0.006085185
NOL3,-0.746929742,0.006086443
PRRC2A,-1.484054105,0.006094765
KRT8,-5.808394683,0.006146759
IFITM2,1.415037239,0.006153758
ISYNA1,2.024323286,0.006175349
PDCL3,2.107669912,0.006233168
CASP2,1.521780329,0.006247766
MVD,2.939929677,0.006249761
DDI2,0.93109276,0.00625637
UBXN4,-3.626827897,0.00625637
CISD1,-1.550487052,0.00625637
SCGB1B2,2.206873741,0.006282212
PSME3,0.875414083,0.006282251
SRSF4,-3.981754701,0.006288518
DPP8,1.348151701,0.006298957
WFS1,-2.01781609,0.006326072
CEPT1,-6.80050407,0.006339765
BAX,0.585276072,0.006343391
HSPH1,0.516894818,0.006349407
NHLRC3,3.510467844,0.006352873
F13A1,-1.260369614,0.006356061
PGP,1.738724549,0.006401399
SDCBP,-0.537512809,0.006402655
CHCHD1,-3.245750146,0.006402655
SF3A2,-3.252314671,0.006417504
HDAC1,-1.137623459,0.00643083
SEC24A,-1.620465292,0.006438698
SELENOP,2.494724854,0.006443352
RAPH1,-1.512565568,0.006444668
GOLGA2,-3.188444248,0.006455179
SH3BP1,-1.710454215,0.006458373
RHBDF1,-2.192111961,0.006458373
ACTR2,-0.646023817,0.006488205
PRPF3,-0.409834754,0.006488205
MAG,-1.815160485,0.006493522
RBP2,1.365854373,0.006512686
CTTNBP2NL,-1.486050856,0.006512686
NTAN1,1.504928961,0.006523929
ARHGEF6,-2.428155189,0.006523929
ACTR3,-1.436011015,0.006525403
MICU1,-2.407970109,0.006541205
SERPINB7,-1.347083461,0.006541205
CRTC3,-0.455706482,0.006554607
SIKE1,0.691824865,0.006554607
SERPINB6C,1.144333283,0.006554607
ECM1,0.449086377,0.006556502
UBA3,1.625404376,0.006556502
EIF3I,-0.651405518,0.006556502
RABGEF1,2.212961529,0.006565426
BABAM2,-3.409408923,0.006569844
TUBB2B,1.697721377,0.006580405
CDC5L,-3.823318866,0.00659566
AIF1L,3.464346288,0.006596604
LAMB1,-2.515988279,0.006618689
TOP2B,-2.860987478,0.006628086
KYAT1,2.541117647,0.006638113
EPX,-5.05806709,0.006643895
CPOX,-2.107595931,0.006692046
FN3KRP,-2.011891118,0.006695479
PLGRKT,-4.178717319,0.006697455
RPS15,-1.324539144,0.006700765
COBLL1,-0.791336887,0.006711077
MEAK7,-0.973071318,0.006719112
JPH1,-1.410202071,0.006720463
CLPTM1,-1.072502154,0.006729433
TP53BP1,-3.504087172,0.006766206
WDR73,5.787484716,0.006766206
SAR1A,0.975647639,0.006791137
GORASP2,1.407384662,0.00681193
IFITM3,-0.904602138,0.006831992
DRG1,-4.439612075,0.006839628
TMOD4,-2.157159024,0.006851028
TOE1,-0.827203594,0.006889765
GTF2I,-3.515343188,0.006894537
PPP2R1B,0.589715319,0.006903658
SNTB2,-1.894653613,0.006959364
GRHPR,1.005541614,0.006959364
NUDT3,1.525199028,0.006959364
GOPC,-0.676779218,0.006973195
NTPCR,-3.300956675,0.006974832
RPS13,-1.574013035,0.006977395
LBR,-3.754688528,0.006977395
ITIH3,0.682767672,0.006993441
SGCA,-2.75906781,0.007001311
ANAPC5,1.688198439,0.007001311
KLKB1,1.268528329,0.007007384
MYL10,-2.722939566,0.007007384
TRMT5,0.856189674,0.007009559
HDDC2,4.200534805,0.007010354
TPM2,-1.724564997,0.007014886
RPL8,-2.191272346,0.00702212
CNRIP1,0.811587945,0.007043761
CROT,0.975453812,0.007054399
ANP32B,-1.761989699,0.007064812
TIMM8B,-1.328574748,0.00706944
CNN2,-0.698262812,0.007091628
STX8,-2.460673825,0.00709395
BABAM1,0.409468112,0.00709395
PIP4K2A,-3.957791953,0.007101812
ANKFY1,0.445555123,0.007103413
TMEM11,-3.047781857,0.007111094
PSMD5,1.115739186,0.007112207
NUP205,-0.864694625,0.007126652
LRPAP1,-0.932050024,0.007126652
NUDC,0.90298451,0.007129297
GNA11,-0.8271691,0.007129297
GPX8,-2.939786727,0.007132203
CSTF2T,-2.028981724,0.007148872
ERI3,1.000057518,0.007160118
NDUFB1,-3.817429355,0.007175025
STX4,-0.897530166,0.007175025
RBP4,1.422812895,0.00717931
MRPL47,-2.147192037,0.00717931
PLA2G15,3.487569954,0.007189313
SRSF1,-4.238514312,0.007195546
NEU2,-7.894101429,0.007208717
MYLK,-0.77552404,0.007250611
PCMTD2,1.295858827,0.007273369
SPCS1,-3.477606488,0.007281867
NPC2,2.440228276,0.007285473
PSMD10,1.924473157,0.00728586
BASP1,1.054547077,0.007312946
SUB1,-3.271293859,0.007415307
STMN1,1.070634444,0.007431114
EXOSC4,-1.268584672,0.00743707
KANK2,-2.201082891,0.00744407
SAFB,-2.291880006,0.007450015
ALDH3B2,-0.336451907,0.00747947
BAG6,0.937082282,0.00747947
SBF1,-2.679971167,0.007484721
POFUT2,1.723877625,0.007514334
ZC3H15,-1.979450541,0.007558878
ASCC3,4.434562937,0.007564319
CD34,0.451775199,0.007575049
AHNAK,-0.836575535,0.007589853
SERPIND1,1.619418926,0.007642583
CPT2,-0.560408653,0.007651745
SEL1L,-1.33216781,0.007665135
USP39,-6.628753363,0.007672906
CPPED1,3.069158496,0.007678781
NUP62,-1.531466204,0.00768295
DCAF8,-0.765196261,0.007695646
CHDH,-2.257895972,0.007710462
WBP2,2.103516495,0.007723344
ARHGEF10L,0.774658352,0.007725231
DARS2,-2.385728777,0.007733011
PDLIM3,-1.300537761,0.007734421
SNRPG,-2.77769672,0.007735823
SYNE3,-3.266568335,0.007737237
C4BPA,2.807026283,0.007753395
CORO1A,1.113561674,0.007753915
SNX15,1.156726792,0.007804148
SERF1;SERF2,-3.432182479,0.007810376
SPATA5,-6.052035377,0.007817161
STK39,-0.880592634,0.007833474
SDSL,2.181248374,0.007844832
WIPF1,-1.990550119,0.007863073
SEC14L2,0.621782193,0.007876789
CD180,1.720075217,0.007889582
OLAH,1.61195672,0.007906892
CREB1,-3.678057458,0.007911783
SLC25A1,-2.016345971,0.007911783
RTN4IP1,-2.772842467,0.00793286
NCEH1,-3.730442575,0.007945142
BTD,2.368937475,0.007980837
UCK1,-1.060033039,0.008021835
SEC13,3.385209601,0.008021835
SCRIB,-3.006864616,0.008053393
NCF1,-3.953947087,0.008061338
ITSN1,-1.068851751,0.008116816
SLC25A10,-3.379986864,0.008131634
AHNAK2,-0.468880989,0.008133713
AP2B1,-1.357797727,0.008136742
ARHGEF1,-0.869336383,0.008175083
SYTL1,-1.11988151,0.008190644
PDIA5,-3.491890898,0.008222248
UEVLD,-1.24192962,0.008227751
DR1,-1.891272243,0.008227751
PKIG,3.203287278,0.008231485
PAICS,0.611699876,0.00824028
OSCP1,5.992979108,0.008241678
SCCPDH,-2.105463859,0.008245137
MCRIP1,-2.112497731,0.00826846
FAM136A,-2.604554255,0.008312885
UBL4A,-1.062677077,0.008344206
XRN1,-1.97865098,0.008407816
CALM1;CALM2;CALM3,2.752874976,0.008429055
MCL1,-1.576231835,0.00843557
HOMER1,-2.658744349,0.008442385
PIK3C3,-1.713661221,0.008452375
MYH11,-0.627841346,0.008453063
DDX46,-2.81958219,0.008469838
TBC1D9B,0.644030794,0.008488982
NCAM1,0.384880287,0.008501647
CRYM,1.685716253,0.008519484
AP2M1,-1.307919579,0.008519484
RGS10,0.701158265,0.008519484
TIAM1,-2.940630814,0.008530058
EIF2B1,0.592897602,0.008538673
ACTN3,-6.632282351,0.008539007
PSME4,2.986351077,0.008539007
CD163,4.265410255,0.00853989
TOLLIP,0.664675057,0.008570286
LSS,-1.410484205,0.008574666
DTYMK,1.197450262,0.00858082
ABCC1,-0.840271778,0.008598382
FMOD,-0.625164128,0.008674838
PRMT5,0.687055163,0.008674838
YARS1,0.37033871,0.008674838
CAD,0.621207029,0.008678677
ICAM1,1.497654241,0.008685724
ABRACL,6.81690612,0.008704829
GFPT2,2.208660566,0.008706034
IL6ST,0.489641416,0.008736226
SEC24B,-0.81135556,0.008736226
HHATL,-1.309377256,0.008736226
BDH2,1.359763926,0.00875605
ABTB1,1.771134349,0.008783179
ACADL,0.841221853,0.008788421
SEMG1,-5.897245097,0.008792913
LDLRAP1,-0.438833247,0.0088216
CAT,0.884892281,0.008823002
SYNPO,-4.713131211,0.008861431
MRPL1,-1.617156469,0.00886563
SOAT1,-3.321988107,0.008871795
FBXO44,1.499397268,0.008888137
SRPRA,-1.124552024,0.008926863
COPB1,0.70778651,0.008953178
RNF31,1.002487934,0.008956075
GLYCAM1,0.889414214,0.008965637
S100A11,1.764898391,0.008971371
MAPRE1,-0.92492087,0.008986373
PPP2CA,2.161045277,0.008989735
BZW1,-1.104422774,0.008990685
SERPINB13,2.223502702,0.008991152
TNS2,-1.438388935,0.00899615
ESP6,1.082635021,0.009003419
CDK2,1.100777599,0.009008683
LAMP1,1.675050549,0.00900919
SSR3,-3.725860773,0.00900919
NGEF,-1.085604609,0.009021611
NAXD,1.074920845,0.009037166
NUP37,1.396825831,0.00906367
TIMM21,-3.5787006,0.009065723
